Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,10,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.01,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-4.63E+01,-0.0008,-0.0036,,-1.85E-06,0.008
-4.62E+01,0.0064,0.0044,,-1.85E-06,0.0072
-4.62E+01,-0.0016,0.0004,,-1.85E-06,0.0064
-4.62E+01,-0.0008,-0.0036,,-1.85E-06,0.0056
-4.62E+01,0.008,-0.0012,,-1.85E-06,0.0056
-4.62E+01,0.0048,0.0052,,-1.85E-06,0.0048
-4.62E+01,-0.0032,-0.0036,,-1.85E-06,0.0048
-4.62E+01,-0.0032,-0.0044,,-1.85E-06,0.0048
-4.62E+01,0.0072,0.0052,,-1.85E-06,0.0064
-4.62E+01,-0.0024,-0.0044,,-1.85E-06,0.0072
-4.62E+01,-0.0024,-0.0044,,-1.85E-06,0.008
-4.61E+01,0.0056,0.0068,,-1.85E-06,0.008
-4.61E+01,0.0048,0.006,,-1.85E-06,0.0088
-4.61E+01,-0.0032,-0.0036,,-1.84E-06,0.008
-4.61E+01,-0.004,-0.0044,,-1.84E-06,0.0096
-4.61E+01,0.0064,0.0076,,-1.84E-06,0.0088
-4.61E+01,-0.0024,-0.0052,,-1.84E-06,0.0072
-4.61E+01,-0.0024,-0.002,,-1.84E-06,0.008
-4.61E+01,0.0072,0.0076,,-1.84E-06,0.0064
-4.61E+01,-0.0024,0.0012,,-1.84E-06,0.0048
-4.61E+01,-0.0032,-0.0052,,-1.84E-06,0.0048
-4.60E+01,0.0072,-0.0036,,-1.84E-06,0.004
-4.60E+01,0.0048,0.0044,,-1.84E-06,0.0056
-4.60E+01,-0.0016,-0.0044,,-1.84E-06,0.0048
-4.60E+01,-0.0008,-0.0052,,-1.84E-06,0.0048
-4.60E+01,0.008,0.006,,-1.84E-06,0.0048
-4.60E+01,-0.0024,-0.002,,-1.84E-06,0.004
-4.60E+01,-0.0032,-0.0044,,-1.84E-06,0.0032
-4.60E+01,0.0056,0.0068,,-1.84E-06,0.0024
-4.60E+01,0.0048,0.0052,,-1.84E-06,0.0008
-4.60E+01,-0.0016,-0.002,,-1.84E-06,0.0016
-4.59E+01,-0.004,-0.0044,,-1.84E-06,0
-4.59E+01,0.0048,0.0044,,-1.84E-06,0
-4.59E+01,-0.0016,0.0004,,-1.84E-06,-0.0008
-4.59E+01,-0.0024,-0.0036,,-1.84E-06,-0.0008
-4.59E+01,0.0064,0.0036,,-1.84E-06,-0.0024
-4.59E+01,0,0.006,,-1.84E-06,-0.0032
-4.59E+01,-0.0032,-0.0044,,-1.84E-06,-0.0016
-4.59E+01,0.0016,-0.0044,,-1.83E-06,-0.0024
-4.59E+01,0.0064,0.0052,,-1.83E-06,-0.004
-4.59E+01,-0.0016,-0.0036,,-1.83E-06,-0.0032
-4.58E+01,-0.0016,-0.0036,,-1.83E-06,-0.0032
-4.58E+01,0.0072,0.0044,,-1.83E-06,-0.0024
-4.58E+01,-0.0016,-0.0012,,-1.83E-06,-0.0024
-4.58E+01,-0.0032,-0.0028,,-1.83E-06,-0.0016
-4.58E+01,0.008,-0.0036,,-1.83E-06,-0.0032
-4.58E+01,0.0072,0.0044,,-1.83E-06,-0.0024
-4.58E+01,-0.004,-0.0028,,-1.83E-06,-0.0016
-4.58E+01,-0.0024,-0.0036,,-1.83E-06,-0.0024
-4.58E+01,0.0048,0.0068,,-1.83E-06,-0.004
-4.58E+01,-0.0016,-0.006,,-1.83E-06,-0.0032
-4.57E+01,-0.0032,-0.0052,,-1.83E-06,-0.0024
-4.57E+01,0.0056,0.0068,,-1.83E-06,-0.0024
-4.57E+01,0.0048,0.006,,-1.83E-06,-0.0024
-4.57E+01,-0.0024,-0.0036,,-1.83E-06,-0.0024
-4.57E+01,-0.0016,-0.0052,,-1.83E-06,-0.0024
-4.57E+01,0.008,0.0076,,-1.83E-06,-0.0016
-4.57E+01,-0.0024,-0.0036,,-1.83E-06,-0.0024
-4.57E+01,-0.004,-0.0044,,-1.83E-06,-0.0024
-4.57E+01,0.0072,0.0052,,-1.83E-06,-0.0024
-4.57E+01,-0.0024,0.0044,,-1.83E-06,-0.0024
-4.56E+01,-0.0016,-0.0044,,-1.83E-06,-0.0016
-4.56E+01,0.0064,-0.0044,,-1.83E-06,-0.0008
-4.56E+01,0.0072,0.0036,,-1.82E-06,-0.0008
-4.56E+01,-0.0024,-0.0044,,-1.82E-06,0
-4.56E+01,-0.0024,-0.0044,,-1.82E-06,-0.0008
-4.56E+01,0.0064,0.0044,,-1.82E-06,-0.0016
-4.56E+01,-0.004,-0.0036,,-1.82E-06,-0.0008
-4.56E+01,-0.0024,-0.0036,,-1.82E-06,-0.0024
-4.56E+01,0.0056,0.0036,,-1.82E-06,-0.0032
-4.56E+01,0.0048,0.0076,,-1.82E-06,-0.0024
-4.55E+01,-0.0024,-0.0036,,-1.82E-06,-0.0024
-4.55E+01,-0.0008,-0.0028,,-1.82E-06,-0.0024
-4.55E+01,0.0072,0.0068,,-1.82E-06,-0.0016
-4.55E+01,-0.0008,-0.0036,,-1.82E-06,-0.0032
-4.55E+01,-0.0032,-0.0052,,-1.82E-06,-0.004
-4.55E+01,0.004,0.0076,,-1.82E-06,-0.004
-4.55E+01,0,0.0052,,-1.82E-06,-0.004
-4.55E+01,-0.0024,-0.0044,,-1.82E-06,-0.0032
-4.55E+01,-0.0024,-0.0044,,-1.82E-06,-0.0032
-4.55E+01,0.0064,0.0052,,-1.82E-06,-0.0016
-4.54E+01,-0.0024,-0.0036,,-1.82E-06,-0.0008
-4.54E+01,-0.0024,-0.0052,,-1.82E-06,0
-4.54E+01,0.0056,0.0068,,-1.82E-06,0
-4.54E+01,-0.0016,-0.0004,,-1.82E-06,-0.0008
-4.54E+01,-0.0016,-0.0036,,-1.82E-06,-0.0008
-4.54E+01,0.0064,-0.0012,,-1.82E-06,-0.0008
-4.54E+01,0.0072,0.0052,,-1.82E-06,-0.0008
-4.54E+01,-0.0016,-0.0044,,-1.81E-06,-0.0016
-4.54E+01,-0.004,-0.0052,,-1.81E-06,-0.0024
-4.54E+01,0.0088,0.0052,,-1.81E-06,-0.0032
-4.53E+01,-0.0008,-0.0068,,-1.81E-06,-0.0024
-4.53E+01,-0.0016,-0.0036,,-1.81E-06,-0.0024
-4.53E+01,0.0048,0.0076,,-1.81E-06,-0.0024
-4.53E+01,0.0016,0.006,,-1.81E-06,-0.0032
-4.53E+01,-0.004,-0.0044,,-1.81E-06,-0.0024
-4.53E+01,-0.0016,-0.0036,,-1.81E-06,-0.0016
-4.53E+01,0.0072,0.0044,,-1.81E-06,-0.0016
-4.53E+01,-0.0024,-0.0044,,-1.81E-06,-0.0024
-4.53E+01,-0.0024,-0.0052,,-1.81E-06,-0.0032
-4.53E+01,0.008,0.0044,,-1.81E-06,-0.0032
-4.52E+01,-0.0024,0.0036,,-1.81E-06,-0.004
-4.52E+01,-0.0024,-0.0028,,-1.81E-06,-0.004
-4.52E+01,0.0048,-0.0052,,-1.81E-06,-0.004
-4.52E+01,0.0056,0.0044,,-1.81E-06,-0.004
-4.52E+01,-0.0024,-0.0036,,-1.81E-06,-0.004
-4.52E+01,-0.0024,-0.0044,,-1.81E-06,-0.0024
-4.52E+01,0.0064,0.0044,,-1.81E-06,-0.0024
-4.52E+01,-0.0024,-0.002,,-1.81E-06,-0.0024
-4.52E+01,-0.0048,-0.006,,-1.81E-06,-0.0024
-4.52E+01,0.0088,0.0028,,-1.81E-06,-0.0024
-4.51E+01,0.0056,0.0068,,-1.81E-06,-0.0016
-4.51E+01,-0.0016,-0.0068,,-1.81E-06,-0.0016
-4.51E+01,-0.0024,-0.006,,-1.80E-06,-0.0016
-4.51E+01,0.0056,0.0068,,-1.80E-06,-0.0016
-4.51E+01,-0.0016,-0.0028,,-1.80E-06,-0.0016
-4.51E+01,-0.0008,-0.0036,,-1.80E-06,-0.0024
-4.51E+01,0.004,0.006,,-1.80E-06,-0.0008
-4.51E+01,0.0008,0.0044,,-1.80E-06,-0.0008
-4.51E+01,-0.004,-0.0044,,-1.80E-06,0
-4.51E+01,-0.0024,-0.0044,,-1.80E-06,-0.0008
-4.50E+01,0.0064,0.006,,-1.80E-06,-0.0016
-4.50E+01,-0.0008,-0.002,,-1.80E-06,-0.0024
-4.50E+01,-0.0032,-0.002,,-1.80E-06,-0.004
-4.50E+01,0.0064,0.006,,-1.80E-06,-0.004
-4.50E+01,-0.0024,-0.0004,,-1.80E-06,-0.0048
-4.50E+01,-0.0032,-0.0044,,-1.80E-06,-0.004
-4.50E+01,0.0072,-0.0044,,-1.80E-06,-0.004
-4.50E+01,0.0072,0.0068,,-1.80E-06,-0.0048
-4.50E+01,-0.0024,-0.0044,,-1.80E-06,-0.0024
-4.50E+01,-0.0016,-0.0052,,-1.80E-06,-0.0032
-4.49E+01,0.0072,0.006,,-1.80E-06,-0.004
-4.49E+01,-0.0016,-0.0036,,-1.80E-06,-0.004
-4.49E+01,-0.0024,-0.0052,,-1.80E-06,-0.0048
-4.49E+01,0.0072,0.0052,,-1.80E-06,-0.0024
-4.49E+01,0.0024,0.0076,,-1.80E-06,-0.004
-4.49E+01,-0.0008,-0.0044,,-1.80E-06,-0.0024
-4.49E+01,-0.0024,-0.0052,,-1.80E-06,-0.0024
-4.49E+01,0.0064,0.0084,,-1.79E-06,-0.0016
-4.49E+01,-0.0016,-0.006,,-1.79E-06,-0.0008
-4.49E+01,-0.0024,-0.0036,,-1.79E-06,-0.0016
-4.48E+01,0.0056,0.006,,-1.79E-06,-0.0024
-4.48E+01,-0.0016,0.0036,,-1.79E-06,-0.0016
-4.48E+01,-0.0024,-0.0052,,-1.79E-06,-0.0024
-4.48E+01,0,-0.0028,,-1.79E-06,-0.0016
-4.48E+01,0.0048,0.0044,,-1.79E-06,-0.0016
-4.48E+01,-0.0032,-0.0044,,-1.79E-06,-0.0024
-4.48E+01,-0.0008,-0.002,,-1.79E-06,-0.0016
-4.48E+01,0.0064,0.006,,-1.79E-06,-0.0016
-4.48E+01,-0.0024,-0.0004,,-1.79E-06,-0.0008
-4.48E+01,-0.0016,-0.0044,,-1.79E-06,-0.0008
-4.47E+01,0.008,-0.002,,-1.79E-06,-0.0008
-4.47E+01,0.0064,0.0044,,-1.79E-06,-0.0016
-4.47E+01,-0.0032,-0.0044,,-1.79E-06,-0.0024
-4.47E+01,-0.004,-0.006,,-1.79E-06,-0.0024
-4.47E+01,0.0072,0.0036,,-1.79E-06,-0.0024
-4.47E+01,-0.0032,-0.0052,,-1.79E-06,-0.0024
-4.47E+01,-0.004,-0.006,,-1.79E-06,-0.0016
-4.47E+01,0.0056,0.006,,-1.79E-06,-0.0032
-4.47E+01,0.0024,0.0052,,-1.79E-06,-0.0024
-4.47E+01,-0.0008,-0.0036,,-1.79E-06,-0.0032
-4.46E+01,-0.0048,-0.0044,,-1.79E-06,-0.0032
-4.46E+01,0.0064,0.006,,-1.79E-06,-0.0032
-4.46E+01,-0.0024,-0.0036,,-1.78E-06,-0.004
-4.46E+01,-0.0032,-0.0036,,-1.78E-06,-0.0024
-4.46E+01,0.0072,0.0044,,-1.78E-06,-0.0016
-4.46E+01,-0.0032,0.002,,-1.78E-06,-0.0016
-4.46E+01,-0.0024,-0.0044,,-1.78E-06,-0.0024
-4.46E+01,0.0064,-0.0052,,-1.78E-06,-0.0016
-4.46E+01,0.008,0.0044,,-1.78E-06,-0.0024
-4.46E+01,-0.004,-0.0036,,-1.78E-06,-0.0032
-4.45E+01,-0.0024,-0.0028,,-1.78E-06,-0.004
-4.45E+01,0.0056,0.0052,,-1.78E-06,-0.004
-4.45E+01,-0.0024,-0.0028,,-1.78E-06,-0.004
-4.45E+01,-0.0008,-0.0028,,-1.78E-06,-0.0032
-4.45E+01,0.0072,0.006,,-1.78E-06,-0.0016
-4.45E+01,0.0056,0.0052,,-1.78E-06,-0.0008
-4.45E+01,-0.004,-0.006,,-1.78E-06,0
-4.45E+01,-0.004,-0.0044,,-1.78E-06,0.0008
-4.45E+01,0.0088,0.006,,-1.78E-06,0.0016
-4.45E+01,-0.0016,-0.0028,,-1.78E-06,0.0032
-4.44E+01,-0.0024,-0.0044,,-1.78E-06,0.0056
-4.44E+01,0.0056,0.006,,-1.78E-06,0.0056
-4.44E+01,0,0.0044,,-1.78E-06,0.0064
-4.44E+01,-0.0024,-0.0036,,-1.78E-06,0.0064
-4.44E+01,-0.0008,-0.0044,,-1.78E-06,0.008
-4.44E+01,0.0072,0.006,,-1.78E-06,0.0072
-4.44E+01,-0.0016,-0.0044,,-1.78E-06,0.0064
-4.44E+01,-0.0024,-0.0052,,-1.77E-06,0.008
-4.44E+01,0.0072,0.0036,,-1.77E-06,0.0072
-4.44E+01,-0.0008,0.0028,,-1.77E-06,0.0072
-4.43E+01,-0.0024,-0.0044,,-1.77E-06,0.0072
-4.43E+01,0.0072,-0.0012,,-1.77E-06,0.008
-4.43E+01,0.0056,0.0052,,-1.77E-06,0.008
-4.43E+01,0,-0.0052,,-1.77E-06,0.0088
-4.43E+01,-0.0024,-0.006,,-1.77E-06,0.008
-4.43E+01,0.0072,0.0052,,-1.77E-06,0.008
-4.43E+01,-0.0016,-0.002,,-1.77E-06,0.008
-4.43E+01,-0.0016,-0.0036,,-1.77E-06,0.0072
-4.43E+01,0.0064,0.006,,-1.77E-06,0.0064
-4.43E+01,0.0048,0.0052,,-1.77E-06,0.0056
-4.42E+01,-0.0016,-0.006,,-1.77E-06,0.0064
-4.42E+01,-0.0016,-0.002,,-1.77E-06,0.0072
-4.42E+01,0.0056,0.0044,,-1.77E-06,0.0064
-4.42E+01,-0.0016,-0.0052,,-1.77E-06,0.0056
-4.42E+01,-0.0024,-0.0036,,-1.77E-06,0.0056
-4.42E+01,0.0072,0.0044,,-1.77E-06,0.0056
-4.42E+01,0,0.0036,,-1.77E-06,0.0064
-4.42E+01,-0.0032,-0.0044,,-1.77E-06,0.0056
-4.42E+01,0.0024,-0.0044,,-1.77E-06,0.0056
-4.42E+01,0.0096,0.0044,,-1.77E-06,0.0056
-4.41E+01,-0.0024,-0.0036,,-1.77E-06,0.0056
-4.41E+01,-0.0032,-0.0044,,-1.77E-06,0.0064
-4.41E+01,0.0072,0.0028,,-1.76E-06,0.008
-4.41E+01,-0.0032,-0.0028,,-1.76E-06,0.0088
-4.41E+01,-0.0016,-0.0044,,-1.76E-06,0.0096
-4.41E+01,0.0056,-0.002,,-1.76E-06,0.0096
-4.41E+01,0.0048,0.0068,,-1.76E-06,0.0088
-4.41E+01,-0.0008,-0.0044,,-1.76E-06,0.0072
-4.41E+01,-0.004,-0.0028,,-1.76E-06,0.0064
-4.41E+01,0.0064,0.0036,,-1.76E-06,0.0064
-4.40E+01,-0.004,-0.006,,-1.76E-06,0.0064
-4.40E+01,-0.0016,-0.0044,,-1.76E-06,0.0064
-4.40E+01,0.0064,0.0092,,-1.76E-06,0.0064
-4.40E+01,0.0024,0.006,,-1.76E-06,0.0064
-4.40E+01,-0.0024,-0.0044,,-1.76E-06,0.0072
-4.40E+01,-0.0024,-0.0036,,-1.76E-06,0.0088
-4.40E+01,0.0088,0.0076,,-1.76E-06,0.0096
-4.40E+01,-0.004,-0.0036,,-1.76E-06,0.0096
-4.40E+01,-0.004,-0.0044,,-1.76E-06,0.008
-4.40E+01,0.0064,0.0044,,-1.76E-06,0.0064
-4.39E+01,-0.0032,0.0028,,-1.76E-06,0.0056
-4.39E+01,-0.0048,-0.0044,,-1.76E-06,0.0048
-4.39E+01,0.0056,-0.0036,,-1.76E-06,0.0048
-4.39E+01,0.0048,0.006,,-1.76E-06,0.0048
-4.39E+01,-0.004,-0.0044,,-1.76E-06,0.0048
-4.39E+01,-0.0024,-0.0044,,-1.76E-06,0.0064
-4.39E+01,0.008,0.0044,,-1.76E-06,0.0072
-4.39E+01,-0.004,-0.002,,-1.75E-06,0.008
-4.39E+01,-0.0024,-0.0044,,-1.75E-06,0.008
-4.39E+01,0.008,0.0052,,-1.75E-06,0.0072
-4.38E+01,0.0064,0.0052,,-1.75E-06,0.008
-4.38E+01,-0.0024,-0.0036,,-1.75E-06,0.0072
-4.38E+01,-0.0032,-0.006,,-1.75E-06,0.0072
-4.38E+01,0.0064,0.006,,-1.75E-06,0.008
-4.38E+01,-0.0016,-0.0052,,-1.75E-06,0.008
-4.38E+01,-0.0024,-0.0044,,-1.75E-06,0.0088
-4.38E+01,0.0064,0.0068,,-1.75E-06,0.0088
-4.38E+01,0.0008,0.0036,,-1.75E-06,0.0096
-4.38E+01,-0.0024,-0.0028,,-1.75E-06,0.0096
-4.38E+01,-0.0016,-0.0052,,-1.75E-06,0.0088
-4.37E+01,0.0072,0.006,,-1.75E-06,0.008
-4.37E+01,-0.0024,-0.0028,,-1.75E-06,0.0064
-4.37E+01,-0.004,-0.0044,,-1.75E-06,0.0064
-4.37E+01,0.0064,0.0052,,-1.75E-06,0.0064
-4.37E+01,-0.0008,0.0012,,-1.75E-06,0.0064
-4.37E+01,-0.0024,-0.0044,,-1.75E-06,0.0056
-4.37E+01,0.0064,-0.0044,,-1.75E-06,0.0056
-4.37E+01,0.0064,0.006,,-1.75E-06,0.0064
-4.37E+01,-0.0032,-0.0028,,-1.75E-06,0.008
-4.37E+01,-0.0016,-0.0036,,-1.75E-06,0.008
-4.36E+01,0.0072,0.006,,-1.75E-06,0.0088
-4.36E+01,-0.0008,-0.0052,,-1.75E-06,0.0088
-4.36E+01,-0.0024,-0.0044,,-1.74E-06,0.0088
-4.36E+01,0.0064,0.006,,-1.74E-06,0.008
-4.36E+01,0.0032,0.0044,,-1.74E-06,0.0088
-4.36E+01,-0.0032,-0.0028,,-1.74E-06,0.0072
-4.36E+01,-0.004,-0.0044,,-1.74E-06,0.0048
-4.36E+01,0.0072,0.0052,,-1.74E-06,0.0048
-4.36E+01,-0.0016,-0.0044,,-1.74E-06,0.0056
-4.36E+01,-0.0008,-0.0044,,-1.74E-06,0.0056
-4.35E+01,0.0072,0.0076,,-1.74E-06,0.0056
-4.35E+01,-0.0008,0.0052,,-1.74E-06,0.0048
-4.35E+01,-0.0016,-0.0052,,-1.74E-06,0.0056
-4.35E+01,0.0016,-0.002,,-1.74E-06,0.0048
-4.35E+01,0.008,0.006,,-1.74E-06,0.0032
-4.35E+01,-0.0008,-0.002,,-1.74E-06,0.0024
-4.35E+01,-0.0024,-0.0044,,-1.74E-06,0.0016
-4.35E+01,0.0064,0.0068,,-1.74E-06,0.0008
-4.35E+01,-0.0032,-0.002,,-1.74E-06,0
-4.35E+01,-0.0016,-0.0044,,-1.74E-06,0.0008
-4.34E+01,0.008,-0.0012,,-1.74E-06,0.0016
-4.34E+01,0.0064,0.006,,-1.74E-06,0.0016
-4.34E+01,-0.0016,-0.0044,,-1.74E-06,0.0008
-4.34E+01,-0.0032,-0.0052,,-1.74E-06,0.0008
-4.34E+01,0.0056,0.006,,-1.74E-06,0
-4.34E+01,-0.0016,-0.0036,,-1.74E-06,-0.0024
-4.34E+01,-0.0024,-0.0036,,-1.74E-06,-0.004
-4.34E+01,0.0072,0.006,,-1.73E-06,-0.0048
-4.34E+01,0.0032,0.006,,-1.73E-06,-0.004
-4.34E+01,-0.0032,-0.0028,,-1.73E-06,-0.004
-4.33E+01,-0.0024,-0.0044,,-1.73E-06,-0.0032
-4.33E+01,0.0072,0.002,,-1.73E-06,-0.0024
-4.33E+01,-0.004,-0.0036,,-1.73E-06,-0.0016
-4.33E+01,-0.0024,-0.0052,,-1.73E-06,-0.0024
-4.33E+01,0.0064,0.0028,,-1.73E-06,-0.0024
-4.33E+01,-0.0008,0.0044,,-1.73E-06,-0.0024
-4.33E+01,-0.0016,-0.0036,,-1.73E-06,-0.0024
-4.33E+01,0.0056,-0.0028,,-1.73E-06,-0.0024
-4.33E+01,0.0064,0.0052,,-1.73E-06,-0.0024
-4.33E+01,-0.0016,-0.0036,,-1.73E-06,-0.0024
-4.32E+01,-0.0016,-0.0044,,-1.73E-06,-0.0024
-4.32E+01,0.0056,0.006,,-1.73E-06,-0.0024
-4.32E+01,-0.0016,-0.0028,,-1.73E-06,-0.0016
-4.32E+01,-0.0024,-0.0044,,-1.73E-06,-0.0016
-4.32E+01,0.0056,0.0012,,-1.73E-06,-0.0008
-4.32E+01,0.0064,0.0076,,-1.73E-06,-0.0016
-4.32E+01,-0.0024,-0.0044,,-1.73E-06,-0.0016
-4.32E+01,-0.0024,-0.0036,,-1.73E-06,-0.0016
-4.32E+01,0.0056,0.0044,,-1.73E-06,-0.0016
-4.32E+01,-0.0024,-0.0036,,-1.73E-06,-0.0024
-4.31E+01,-0.0008,-0.0052,,-1.73E-06,-0.0024
-4.31E+01,0.008,0.0076,,-1.73E-06,-0.0024
-4.31E+01,0.0008,0.0068,,-1.72E-06,-0.0024
-4.31E+01,-0.0024,-0.0044,,-1.72E-06,-0.0024
-4.31E+01,-0.0016,-0.0052,,-1.72E-06,-0.0016
-4.31E+01,0.0056,0.0044,,-1.72E-06,-0.0008
-4.31E+01,-0.0008,-0.0044,,-1.72E-06,-0.0008
-4.31E+01,-0.0008,-0.006,,-1.72E-06,-0.0008
-4.31E+01,0.0064,0.0068,,-1.72E-06,0
-4.31E+01,-0.004,0.0044,,-1.72E-06,-0.0008
-4.30E+01,-0.0008,-0.0036,,-1.72E-06,-0.0024
-4.30E+01,0.008,-0.0028,,-1.72E-06,-0.0024
-4.30E+01,0.008,0.0044,,-1.72E-06,-0.0032
-4.30E+01,-0.0032,-0.0044,,-1.72E-06,-0.004
-4.30E+01,-0.0016,-0.0044,,-1.72E-06,-0.0024
-4.30E+01,0.008,0.0076,,-1.72E-06,-0.0016
-4.30E+01,-0.004,-0.002,,-1.72E-06,-0.0008
-4.30E+01,-0.004,-0.006,,-1.72E-06,-0.0008
-4.30E+01,0.004,0.0068,,-1.72E-06,-0.0008
-4.30E+01,0.0064,0.0052,,-1.72E-06,-0.0016
-4.29E+01,-0.0016,-0.0052,,-1.72E-06,-0.0016
-4.29E+01,-0.0008,-0.006,,-1.72E-06,-0.0024
-4.29E+01,0.0072,0.0044,,-1.72E-06,-0.0024
-4.29E+01,0,-0.0036,,-1.72E-06,-0.0032
-4.29E+01,-0.004,-0.0036,,-1.72E-06,-0.0032
-4.29E+01,0.0064,0.0076,,-1.72E-06,-0.0024
-4.29E+01,0,0.006,,-1.72E-06,-0.0024
-4.29E+01,-0.0016,-0.0044,,-1.71E-06,-0.0024
-4.29E+01,-0.0008,-0.0036,,-1.71E-06,-0.0024
-4.29E+01,0.008,0.006,,-1.71E-06,-0.0032
-4.28E+01,-0.0016,-0.0044,,-1.71E-06,-0.0048
-4.28E+01,-0.0016,-0.0012,,-1.71E-06,-0.004
-4.28E+01,0.0064,0.006,,-1.71E-06,-0.0032
-4.28E+01,-0.0024,-0.0004,,-1.71E-06,-0.004
-4.28E+01,-0.0032,-0.0044,,-1.71E-06,-0.0032
-4.28E+01,0.0088,-0.0036,,-1.71E-06,-0.0024
-4.28E+01,0.0072,0.0068,,-1.71E-06,-0.0024
-4.28E+01,-0.004,-0.0044,,-1.71E-06,-0.0024
-4.28E+01,-0.0016,-0.0052,,-1.71E-06,-0.0016
-4.28E+01,0.008,0.0068,,-1.71E-06,-0.0024
-4.27E+01,-0.0008,-0.0044,,-1.71E-06,-0.0032
-4.27E+01,-0.0024,-0.0012,,-1.71E-06,-0.0024
-4.27E+01,0.0072,0.006,,-1.71E-06,-0.0024
-4.27E+01,0.0024,0.006,,-1.71E-06,-0.004
-4.27E+01,-0.004,-0.0036,,-1.71E-06,-0.0024
-4.27E+01,-0.0016,-0.0028,,-1.71E-06,-0.0032
-4.27E+01,0.0048,0.0052,,-1.71E-06,-0.0032
-4.27E+01,-0.004,-0.0044,,-1.71E-06,-0.004
-4.27E+01,0.0016,-0.0044,,-1.71E-06,-0.0024
-4.27E+01,0.0064,0.0052,,-1.71E-06,-0.0024
-4.26E+01,-0.0032,0.0036,,-1.71E-06,-0.0016
-4.26E+01,-0.004,-0.0044,,-1.71E-06,-0.0016
-4.26E+01,0.0056,-0.0028,,-1.70E-06,-0.0024
-4.26E+01,0.008,0.006,,-1.70E-06,-0.0016
-4.26E+01,-0.0032,-0.0036,,-1.70E-06,-0.0024
-4.26E+01,-0.0008,-0.0044,,-1.70E-06,-0.0024
-4.26E+01,0.0056,0.0076,,-1.70E-06,-0.0032
-4.26E+01,-0.0024,-0.0004,,-1.70E-06,-0.0032
-4.26E+01,-0.0024,-0.0044,,-1.70E-06,-0.0032
-4.26E+01,0.0064,-0.0028,,-1.70E-06,-0.0016
-4.25E+01,0.0072,0.006,,-1.70E-06,-0.0008
-4.25E+01,-0.0024,-0.0036,,-1.70E-06,-0.0008
-4.25E+01,-0.0024,-0.0052,,-1.70E-06,0.0008
-4.25E+01,0.0056,0.0044,,-1.70E-06,0
-4.25E+01,-0.0016,-0.0052,,-1.70E-06,0
-4.25E+01,-0.004,-0.006,,-1.70E-06,-0.0008
-4.25E+01,0.0064,0.0068,,-1.70E-06,-0.0032
-4.25E+01,0.0032,0.0052,,-1.70E-06,-0.004
-4.25E+01,-0.0016,-0.0044,,-1.70E-06,-0.0032
-4.25E+01,-0.0024,-0.0044,,-1.70E-06,-0.0032
-4.24E+01,0.0056,0.0052,,-1.70E-06,-0.0024
-4.24E+01,-0.0016,-0.0044,,-1.70E-06,-0.0016
-4.24E+01,-0.0024,-0.0036,,-1.70E-06,-0.0016
-4.24E+01,0.008,0.0052,,-1.70E-06,-0.0016
-4.24E+01,-0.0016,0.002,,-1.70E-06,-0.0008
-4.24E+01,-0.0048,-0.006,,-1.70E-06,-0.0016
-4.24E+01,0.0064,-0.0028,,-1.70E-06,-0.0024
-4.24E+01,0.0072,0.006,,-1.69E-06,-0.004
-4.24E+01,-0.0024,-0.0036,,-1.69E-06,-0.004
-4.24E+01,-0.0016,-0.0044,,-1.69E-06,-0.004
-4.23E+01,0.0072,0.0068,,-1.69E-06,-0.0048
-4.23E+01,-0.004,-0.0036,,-1.69E-06,-0.0048
-4.23E+01,-0.004,-0.0052,,-1.69E-06,-0.0032
-4.23E+01,0.0048,0.0028,,-1.69E-06,-0.0032
-4.23E+01,0.0064,0.0068,,-1.69E-06,-0.0016
-4.23E+01,-0.0016,-0.0044,,-1.69E-06,0
-4.23E+01,-0.0032,-0.0036,,-1.69E-06,0.0008
-4.23E+01,0.0056,0.0076,,-1.69E-06,0
-4.23E+01,-0.0024,-0.0044,,-1.69E-06,-0.0008
-4.23E+01,-0.0032,-0.0068,,-1.69E-06,-0.0016
-4.22E+01,0.0048,0.0076,,-1.69E-06,-0.0016
-4.22E+01,0.0024,0.006,,-1.69E-06,-0.0024
-4.22E+01,-0.0024,-0.0044,,-1.69E-06,-0.0032
-4.22E+01,-0.0024,-0.006,,-1.69E-06,-0.0032
-4.22E+01,0.0072,0.0052,,-1.69E-06,-0.004
-4.22E+01,-0.0008,-0.0028,,-1.69E-06,-0.0048
-4.22E+01,-0.0024,-0.0044,,-1.69E-06,-0.004
-4.22E+01,0.008,0.0076,,-1.69E-06,-0.0024
-4.22E+01,-0.004,0.0036,,-1.69E-06,-0.0016
