Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,10,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.01,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-3.16E+01,0.0064,0.002,,-1.26E-06,0.0072
-3.15E+01,0.0088,0.0068,,-1.26E-06,0.0072
-3.15E+01,-0.0008,-0.0044,,-1.26E-06,0.0064
-3.15E+01,0,-0.0028,,-1.26E-06,0.0064
-3.15E+01,0.0072,0.006,,-1.26E-06,0.0064
-3.15E+01,-0.0016,-0.0052,,-1.26E-06,0.0064
-3.15E+01,-0.0032,-0.0036,,-1.26E-06,0.0056
-3.15E+01,0.0072,0.0052,,-1.26E-06,0.0064
-3.15E+01,0.004,0.0068,,-1.26E-06,0.0064
-3.15E+01,-0.0048,-0.0044,,-1.26E-06,0.0072
-3.15E+01,-0.0024,-0.0052,,-1.26E-06,0.0056
-3.14E+01,0.0072,0.0044,,-1.26E-06,0.0064
-3.14E+01,-0.0016,-0.0044,,-1.26E-06,0.0072
-3.14E+01,-0.0016,-0.0044,,-1.26E-06,0.0072
-3.14E+01,0.0056,0.006,,-1.26E-06,0.0072
-3.14E+01,-0.0008,0.0044,,-1.26E-06,0.0072
-3.14E+01,-0.0024,-0.0052,,-1.26E-06,0.0072
-3.14E+01,-0.004,-0.0044,,-1.26E-06,0.008
-3.14E+01,0.0056,0.0044,,-1.25E-06,0.008
-3.14E+01,-0.0008,-0.0028,,-1.25E-06,0.0072
-3.14E+01,-0.0024,-0.0052,,-1.25E-06,0.0072
-3.13E+01,0.0056,0.0052,,-1.25E-06,0.0072
-3.13E+01,-0.0016,0.0036,,-1.25E-06,0.0072
-3.13E+01,-0.0016,-0.0044,,-1.25E-06,0.0072
-3.13E+01,0.0048,-0.0028,,-1.25E-06,0.008
-3.13E+01,0.0104,0.0044,,-1.25E-06,0.0096
-3.13E+01,-0.0024,-0.0036,,-1.25E-06,0.0088
-3.13E+01,-0.0032,-0.0044,,-1.25E-06,0.0088
-3.13E+01,0.0056,0.0044,,-1.25E-06,0.0088
-3.13E+01,-0.0032,-0.0012,,-1.25E-06,0.008
-3.13E+01,-0.004,-0.0052,,-1.25E-06,0.008
-3.12E+01,0.0088,-0.0036,,-1.25E-06,0.0064
-3.12E+01,0.0072,0.0068,,-1.25E-06,0.0072
-3.12E+01,-0.004,-0.0052,,-1.25E-06,0.008
-3.12E+01,-0.0024,-0.0044,,-1.25E-06,0.008
-3.12E+01,0.0064,0.0044,,-1.25E-06,0.008
-3.12E+01,-0.004,-0.0028,,-1.25E-06,0.008
-3.12E+01,-0.0016,-0.0028,,-1.25E-06,0.008
-3.12E+01,0.0056,0.0052,,-1.25E-06,0.008
-3.12E+01,0.0064,0.0068,,-1.25E-06,0.0072
-3.12E+01,-0.0032,-0.0044,,-1.25E-06,0.0064
-3.11E+01,-0.0016,-0.0044,,-1.25E-06,0.0056
-3.11E+01,0.0072,0.0036,,-1.25E-06,0.0056
-3.11E+01,-0.0024,-0.006,,-1.24E-06,0.0056
-3.11E+01,-0.0024,-0.0044,,-1.24E-06,0.0072
-3.11E+01,0.0064,0.0068,,-1.24E-06,0.0064
-3.11E+01,0.0008,0.0068,,-1.24E-06,0.0064
-3.11E+01,-0.0032,-0.0044,,-1.24E-06,0.0072
-3.11E+01,-0.0024,-0.0044,,-1.24E-06,0.0064
-3.11E+01,0.0072,0.0044,,-1.24E-06,0.0064
-3.11E+01,-0.004,-0.0036,,-1.24E-06,0.0072
-3.10E+01,-0.0024,-0.0036,,-1.24E-06,0.0056
-3.10E+01,0.0064,0.006,,-1.24E-06,0.0056
-3.10E+01,-0.0008,0.0044,,-1.24E-06,0.0056
-3.10E+01,-0.0008,-0.0052,,-1.24E-06,0.0048
-3.10E+01,0,-0.0052,,-1.24E-06,0.0032
-3.10E+01,0.0064,0.0052,,-1.24E-06,0.004
-3.10E+01,-0.0016,-0.0052,,-1.24E-06,0.0016
-3.10E+01,-0.0024,-0.0028,,-1.24E-06,0.0016
-3.10E+01,0.0072,0.0028,,-1.24E-06,0.0008
-3.10E+01,-0.0032,-0.0004,,-1.24E-06,0.0008
-3.09E+01,-0.004,-0.0052,,-1.24E-06,0.0016
-3.09E+01,0.0048,-0.0044,,-1.24E-06,0.0008
-3.09E+01,0.0056,0.0044,,-1.24E-06,0
-3.09E+01,-0.0032,-0.002,,-1.24E-06,0
-3.09E+01,-0.0024,-0.0052,,-1.24E-06,-0.0008
-3.09E+01,0.0056,0.0052,,-1.24E-06,-0.0016
-3.09E+01,-0.0008,-0.0028,,-1.24E-06,-0.0024
-3.09E+01,-0.0024,-0.0028,,-1.23E-06,-0.0024
-3.09E+01,0.008,0.0004,,-1.23E-06,-0.0024
-3.09E+01,0.0048,0.0036,,-1.23E-06,-0.0024
-3.08E+01,-0.0008,-0.0028,,-1.23E-06,-0.0032
-3.08E+01,-0.0008,-0.0036,,-1.23E-06,-0.004
-3.08E+01,0.0088,0.006,,-1.23E-06,-0.004
-3.08E+01,-0.0032,-0.0036,,-1.23E-06,-0.004
-3.08E+01,-0.0024,-0.0028,,-1.23E-06,-0.004
-3.08E+01,0.0064,0.006,,-1.23E-06,-0.0024
-3.08E+01,0.0064,0.0068,,-1.23E-06,-0.0016
-3.08E+01,-0.0032,-0.0028,,-1.23E-06,-0.0008
-3.08E+01,-0.0024,-0.0044,,-1.23E-06,-0.0016
-3.08E+01,0.0072,0.0052,,-1.23E-06,-0.0008
-3.07E+01,-0.0008,-0.0052,,-1.23E-06,-0.0008
-3.07E+01,-0.0032,-0.0044,,-1.23E-06,-0.0008
-3.07E+01,0.008,0.0084,,-1.23E-06,-0.0008
-3.07E+01,0,0.006,,-1.23E-06,-0.0008
-3.07E+01,-0.0016,-0.0044,,-1.23E-06,-0.0008
-3.07E+01,-0.0024,-0.006,,-1.23E-06,-0.0016
-3.07E+01,0.008,0.0052,,-1.23E-06,-0.0008
-3.07E+01,-0.0024,-0.0044,,-1.23E-06,-0.0016
-3.07E+01,-0.0016,-0.0052,,-1.23E-06,-0.0016
-3.07E+01,0.0072,0.0028,,-1.23E-06,-0.0024
-3.06E+01,0.0008,0.002,,-1.23E-06,-0.004
-3.06E+01,-0.0024,-0.0044,,-1.23E-06,-0.0048
-3.06E+01,0,-0.0044,,-1.22E-06,-0.004
-3.06E+01,0.0048,0.0084,,-1.22E-06,-0.0024
-3.06E+01,-0.0024,-0.0052,,-1.22E-06,-0.0024
-3.06E+01,-0.0008,-0.0044,,-1.22E-06,-0.0016
-3.06E+01,0.0072,0.0052,,-1.22E-06,-0.0008
-3.06E+01,-0.0024,0.002,,-1.22E-06,0
-3.06E+01,-0.004,-0.0036,,-1.22E-06,-0.0016
-3.06E+01,0.0072,-0.0044,,-1.22E-06,-0.0032
-3.05E+01,0.0064,0.0068,,-1.22E-06,-0.0032
-3.05E+01,-0.0024,-0.0028,,-1.22E-06,-0.0024
-3.05E+01,-0.0016,-0.0044,,-1.22E-06,-0.0024
-3.05E+01,0.0088,0.0052,,-1.22E-06,-0.0016
-3.05E+01,-0.0024,-0.0012,,-1.22E-06,-0.0024
-3.05E+01,-0.0024,-0.0028,,-1.22E-06,-0.0008
-3.05E+01,0.0064,-0.0004,,-1.22E-06,-0.0008
-3.05E+01,0.0056,0.0052,,-1.22E-06,-0.0024
-3.05E+01,0,-0.0036,,-1.22E-06,-0.0032
-3.05E+01,-0.004,-0.006,,-1.22E-06,-0.0024
-3.04E+01,0.0072,0.0052,,-1.22E-06,-0.0016
-3.04E+01,-0.0032,-0.0044,,-1.22E-06,-0.0016
-3.04E+01,-0.004,-0.0036,,-1.22E-06,-0.0024
-3.04E+01,0.0064,0.0036,,-1.22E-06,-0.0016
-3.04E+01,0.0048,0.006,,-1.22E-06,-0.0024
-3.04E+01,-0.0016,-0.0036,,-1.22E-06,-0.0024
-3.04E+01,-0.0024,-0.0036,,-1.22E-06,-0.0024
-3.04E+01,0.0072,0.0068,,-1.21E-06,-0.0024
-3.04E+01,-0.0032,-0.0044,,-1.21E-06,-0.0024
-3.04E+01,-0.0024,-0.0028,,-1.21E-06,-0.0024
-3.03E+01,0.0024,0.006,,-1.21E-06,-0.0024
-3.03E+01,0.0016,0.0044,,-1.21E-06,-0.0024
-3.03E+01,-0.0032,-0.0044,,-1.21E-06,-0.0024
-3.03E+01,-0.0016,-0.006,,-1.21E-06,-0.0024
-3.03E+01,0.0088,0.0068,,-1.21E-06,-0.0024
-3.03E+01,-0.0032,-0.0028,,-1.21E-06,-0.0024
-3.03E+01,-0.0032,-0.0052,,-1.21E-06,-0.0024
-3.03E+01,0.0072,0.0052,,-1.21E-06,-0.0032
-3.03E+01,-0.0032,0.0036,,-1.21E-06,-0.0024
-3.03E+01,-0.0024,-0.0044,,-1.21E-06,-0.0024
-3.02E+01,0.0032,-0.0044,,-1.21E-06,-0.0016
-3.02E+01,0.0072,0.006,,-1.21E-06,-0.0016
-3.02E+01,-0.0024,-0.0028,,-1.21E-06,-0.0008
-3.02E+01,-0.0048,-0.0068,,-1.21E-06,-0.0016
-3.02E+01,0.0064,0.006,,-1.21E-06,-0.0016
-3.02E+01,-0.0024,0.0004,,-1.21E-06,-0.0016
-3.02E+01,-0.0016,-0.006,,-1.21E-06,-0.0024
-3.02E+01,0.008,-0.0036,,-1.21E-06,-0.0024
-3.02E+01,0.0072,0.0068,,-1.21E-06,-0.0024
-3.02E+01,-0.0016,-0.0044,,-1.21E-06,-0.0024
-3.01E+01,-0.0024,-0.0052,,-1.21E-06,-0.0024
-3.01E+01,0.0072,0.0036,,-1.21E-06,-0.0024
-3.01E+01,-0.0016,-0.0028,,-1.20E-06,-0.0024
-3.01E+01,-0.004,-0.0036,,-1.20E-06,-0.0016
-3.01E+01,0.0072,0.002,,-1.20E-06,-0.0032
-3.01E+01,0.0064,0.0052,,-1.20E-06,-0.0032
-3.01E+01,-0.0024,-0.006,,-1.20E-06,-0.0032
-3.01E+01,-0.0016,-0.0044,,-1.20E-06,-0.0024
-3.01E+01,0.0072,0.0028,,-1.20E-06,-0.0024
-3.01E+01,-0.0008,-0.0044,,-1.20E-06,-0.0024
-3.00E+01,-0.0032,-0.0052,,-1.20E-06,-0.0016
-3.00E+01,0.0048,0.0068,,-1.20E-06,-0.0008
-3.00E+01,0.004,0.006,,-1.20E-06,-0.0008
-3.00E+01,-0.0016,-0.0044,,-1.20E-06,-0.0008
-3.00E+01,-0.0024,-0.0036,,-1.20E-06,-0.0024
-3.00E+01,0.0072,0.0068,,-1.20E-06,-0.0016
-3.00E+01,-0.0016,-0.0044,,-1.20E-06,-0.0024
-3.00E+01,-0.0016,-0.006,,-1.20E-06,-0.004
-3.00E+01,0.0072,0.0068,,-1.20E-06,-0.0032
-3.00E+01,-0.0008,0.0044,,-1.20E-06,-0.0048
-2.99E+01,-0.0016,-0.0044,,-1.20E-06,-0.004
-2.99E+01,-0.0048,-0.0052,,-1.20E-06,-0.004
-2.99E+01,0.0064,0.0044,,-1.20E-06,-0.004
-2.99E+01,-0.0032,-0.0052,,-1.20E-06,-0.0024
-2.99E+01,-0.0016,-0.0036,,-1.20E-06,-0.0032
-2.99E+01,0.0056,0.0044,,-1.20E-06,-0.0024
-2.99E+01,-0.0016,0.0036,,-1.20E-06,-0.0024
-2.99E+01,-0.0016,-0.0044,,-1.19E-06,-0.0024
-2.99E+01,0.0032,-0.0044,,-1.19E-06,-0.0016
-2.99E+01,0.0072,0.006,,-1.19E-06,-0.0016
-2.98E+01,-0.0008,-0.0068,,-1.19E-06,-0.0016
-2.98E+01,-0.0016,-0.0052,,-1.19E-06,-0.0016
-2.98E+01,0.0064,0.006,,-1.19E-06,-0.0016
-2.98E+01,-0.0024,0.002,,-1.19E-06,-0.0016
-2.98E+01,-0.0016,-0.0028,,-1.19E-06,-0.0016
-2.98E+01,0.0072,-0.0044,,-1.19E-06,-0.0024
-2.98E+01,0.0072,0.0044,,-1.19E-06,-0.0032
-2.98E+01,-0.0024,-0.0036,,-1.19E-06,-0.0024
-2.98E+01,-0.0024,-0.0036,,-1.19E-06,-0.0048
-2.98E+01,0.0072,0.006,,-1.19E-06,-0.0048
-2.97E+01,-0.0024,-0.0036,,-1.19E-06,-0.004
-2.97E+01,-0.0032,-0.0044,,-1.19E-06,-0.0032
-2.97E+01,0.008,0.002,,-1.19E-06,-0.0016
-2.97E+01,0.0064,0.0084,,-1.19E-06,-0.0008
-2.97E+01,-0.004,-0.0052,,-1.19E-06,-0.0016
-2.97E+01,-0.0048,-0.0044,,-1.19E-06,-0.0016
-2.97E+01,0.0056,0.0052,,-1.19E-06,-0.0024
-2.97E+01,-0.0016,-0.0028,,-1.19E-06,-0.0032
-2.97E+01,-0.0024,-0.0028,,-1.19E-06,-0.0032
-2.97E+01,0.0056,0.0052,,-1.19E-06,-0.0048
-2.96E+01,0.0032,0.0052,,-1.19E-06,-0.004
-2.96E+01,-0.0024,-0.0036,,-1.19E-06,-0.0032
-2.96E+01,-0.0016,-0.0028,,-1.18E-06,-0.0024
-2.96E+01,0.0064,0.0068,,-1.18E-06,-0.0024
-2.96E+01,-0.004,-0.006,,-1.18E-06,-0.0024
-2.96E+01,-0.0016,-0.0052,,-1.18E-06,-0.0024
-2.96E+01,0.0064,0.0068,,-1.18E-06,-0.0024
-2.96E+01,0.0008,0.0052,,-1.18E-06,-0.004
-2.96E+01,-0.004,-0.006,,-1.18E-06,-0.004
-2.96E+01,0,-0.0028,,-1.18E-06,-0.0048
-2.95E+01,0.0056,0.0044,,-1.18E-06,-0.0032
-2.95E+01,-0.0008,-0.0052,,-1.18E-06,-0.0024
-2.95E+01,-0.0024,-0.0044,,-1.18E-06,-0.0024
-2.95E+01,0.0072,0.0044,,-1.18E-06,-0.0016
-2.95E+01,-0.0024,0.0028,,-1.18E-06,-0.0016
-2.95E+01,-0.0032,-0.0036,,-1.18E-06,-0.0008
-2.95E+01,0.0056,-0.0052,,-1.18E-06,-0.0008
-2.95E+01,0.0088,0.0044,,-1.18E-06,0
-2.95E+01,-0.0008,-0.006,,-1.18E-06,0.0016
-2.95E+01,-0.0024,-0.0028,,-1.18E-06,0.0016
-2.94E+01,0.008,0.0052,,-1.18E-06,0.0024
-2.94E+01,-0.004,0.002,,-1.18E-06,0.004
-2.94E+01,-0.0024,-0.0044,,-1.18E-06,0.0048
-2.94E+01,0.0056,-0.0052,,-1.18E-06,0.0072
-2.94E+01,0.0072,0.0068,,-1.18E-06,0.0088
-2.94E+01,-0.004,-0.0028,,-1.18E-06,0.0096
-2.94E+01,-0.0008,-0.006,,-1.18E-06,0.0104
-2.94E+01,0.0072,0.006,,-1.17E-06,0.0096
-2.94E+01,-0.0024,-0.0012,,-1.17E-06,0.0104
-2.94E+01,-0.0024,-0.0052,,-1.17E-06,0.0088
-2.93E+01,0.0056,0.0044,,-1.17E-06,0.008
-2.93E+01,0.0056,0.0052,,-1.17E-06,0.008
-2.93E+01,-0.0032,-0.006,,-1.17E-06,0.0064
-2.93E+01,-0.0024,-0.0036,,-1.17E-06,0.008
-2.93E+01,0.0064,0.0068,,-1.17E-06,0.0064
-2.93E+01,-0.0032,-0.0052,,-1.17E-06,0.0064
-2.93E+01,-0.0032,-0.0052,,-1.17E-06,0.0064
-2.93E+01,0.0072,0.0084,,-1.17E-06,0.008
-2.93E+01,0.004,0.0068,,-1.17E-06,0.008
-2.93E+01,-0.0024,-0.0036,,-1.17E-06,0.008
-2.92E+01,-0.0032,-0.0028,,-1.17E-06,0.0072
-2.92E+01,0.0072,0.006,,-1.17E-06,0.0072
-2.92E+01,-0.0008,-0.0036,,-1.17E-06,0.0064
-2.92E+01,-0.0016,-0.0052,,-1.17E-06,0.0056
-2.92E+01,0.0056,0.0052,,-1.17E-06,0.0048
-2.92E+01,0.0008,0.0068,,-1.17E-06,0.0048
-2.92E+01,-0.0032,-0.0052,,-1.17E-06,0.0048
-2.92E+01,-0.0032,-0.0036,,-1.17E-06,0.0048
-2.92E+01,0.0056,0.0068,,-1.17E-06,0.0072
-2.92E+01,-0.0032,-0.0036,,-1.17E-06,0.008
-2.91E+01,-0.0016,-0.0044,,-1.17E-06,0.0088
-2.91E+01,0.0072,0.0036,,-1.17E-06,0.0088
-2.91E+01,-0.0016,0.0036,,-1.16E-06,0.008
-2.91E+01,0,-0.0052,,-1.16E-06,0.008
-2.91E+01,0.0032,-0.0052,,-1.16E-06,0.0072
-2.91E+01,0.008,0.006,,-1.16E-06,0.008
-2.91E+01,-0.0016,-0.0028,,-1.16E-06,0.0072
-2.91E+01,-0.0016,-0.006,,-1.16E-06,0.0072
-2.91E+01,0.0064,0.0044,,-1.16E-06,0.0072
-2.91E+01,-0.0024,0.0004,,-1.16E-06,0.0072
-2.90E+01,-0.0032,-0.0044,,-1.16E-06,0.0072
-2.90E+01,0.0048,-0.0052,,-1.16E-06,0.008
-2.90E+01,0.008,0.0052,,-1.16E-06,0.0072
-2.90E+01,-0.004,-0.0044,,-1.16E-06,0.008
-2.90E+01,-0.004,-0.0044,,-1.16E-06,0.0072
-2.90E+01,0.0072,0.0068,,-1.16E-06,0.0056
-2.90E+01,-0.0032,-0.0036,,-1.16E-06,0.0056
-2.90E+01,-0.0016,-0.0044,,-1.16E-06,0.0056
-2.90E+01,0.0064,0.0012,,-1.16E-06,0.0048
-2.90E+01,0.0064,0.0044,,-1.16E-06,0.0064
-2.89E+01,-0.0024,-0.0044,,-1.16E-06,0.0064
-2.89E+01,-0.0024,-0.0052,,-1.16E-06,0.0064
-2.89E+01,0.0072,0.006,,-1.16E-06,0.0064
-2.89E+01,-0.0016,-0.0028,,-1.16E-06,0.0072
-2.89E+01,-0.0024,-0.0052,,-1.16E-06,0.0072
-2.89E+01,0.0048,0.0068,,-1.16E-06,0.008
-2.89E+01,0.0048,0.0068,,-1.16E-06,0.008
-2.89E+01,-0.0024,-0.0044,,-1.15E-06,0.008
-2.89E+01,-0.0024,-0.0036,,-1.15E-06,0.0072
-2.89E+01,0.0072,0.0044,,-1.15E-06,0.0072
-2.88E+01,-0.0016,-0.006,,-1.15E-06,0.0072
-2.88E+01,-0.0016,-0.0036,,-1.15E-06,0.0064
-2.88E+01,0.004,0.006,,-1.15E-06,0.0072
-2.88E+01,0.0008,0.006,,-1.15E-06,0.0064
-2.88E+01,-0.0008,-0.002,,-1.15E-06,0.0064
-2.88E+01,-0.004,-0.0052,,-1.15E-06,0.0064
-2.88E+01,0.0048,0.0028,,-1.15E-06,0.0064
-2.88E+01,-0.0024,-0.002,,-1.15E-06,0.004
-2.88E+01,-0.0016,-0.0036,,-1.15E-06,0.004
-2.88E+01,0.0048,0.0044,,-1.15E-06,0.0056
-2.87E+01,-0.0016,0.0004,,-1.15E-06,0.0056
-2.87E+01,-0.0024,-0.0052,,-1.15E-06,0.0056
-2.87E+01,0.0016,-0.0052,,-1.15E-06,0.0072
-2.87E+01,0.0064,0.0068,,-1.15E-06,0.0072
-2.87E+01,-0.0024,-0.006,,-1.15E-06,0.0088
-2.87E+01,-0.0024,-0.0044,,-1.15E-06,0.008
-2.87E+01,0.0088,0.006,,-1.15E-06,0.0096
-2.87E+01,-0.0024,-0.0012,,-1.15E-06,0.0088
-2.87E+01,-0.0032,-0.0044,,-1.15E-06,0.0088
-2.87E+01,0.008,-0.0052,,-1.15E-06,0.008
-2.86E+01,0.0064,0.0044,,-1.15E-06,0.0104
-2.86E+01,-0.0032,-0.0036,,-1.15E-06,0.0088
-2.86E+01,-0.0008,-0.0044,,-1.14E-06,0.0096
-2.86E+01,0.0048,0.0052,,-1.14E-06,0.0088
-2.86E+01,-0.0024,-0.0004,,-1.14E-06,0.0088
-2.86E+01,-0.0024,-0.0044,,-1.14E-06,0.008
-2.86E+01,0.0056,0.0012,,-1.14E-06,0.0072
-2.86E+01,0.0064,0.0044,,-1.14E-06,0.0056
-2.86E+01,-0.0024,-0.0028,,-1.14E-06,0.0056
-2.86E+01,-0.0024,-0.002,,-1.14E-06,0.0056
-2.85E+01,0.0072,0.0036,,-1.14E-06,0.0056
-2.85E+01,-0.004,-0.0052,,-1.14E-06,0.0048
-2.85E+01,-0.0016,-0.0036,,-1.14E-06,0.0048
-2.85E+01,0.0056,0.0068,,-1.14E-06,0.0048
-2.85E+01,0.0048,0.0076,,-1.14E-06,0.004
-2.85E+01,-0.0024,-0.0052,,-1.14E-06,0.004
-2.85E+01,-0.004,-0.0052,,-1.14E-06,0.0024
-2.85E+01,0.008,0.0052,,-1.14E-06,0.0024
-2.85E+01,-0.0016,-0.0036,,-1.14E-06,0.0016
-2.85E+01,-0.0024,-0.006,,-1.14E-06,0.0008
-2.84E+01,0.0064,0.006,,-1.14E-06,0.0008
-2.84E+01,0.0008,0.0052,,-1.14E-06,0
-2.84E+01,-0.0048,-0.0012,,-1.14E-06,-0.0008
-2.84E+01,-0.0016,-0.0044,,-1.14E-06,-0.0016
-2.84E+01,0.0072,0.006,,-1.14E-06,-0.0016
-2.84E+01,-0.0024,-0.0044,,-1.14E-06,-0.0024
-2.84E+01,-0.0024,-0.0028,,-1.14E-06,-0.0024
-2.84E+01,0.0072,0.0012,,-1.13E-06,-0.0024
-2.84E+01,0,0.0044,,-1.13E-06,-0.0016
-2.84E+01,-0.004,-0.006,,-1.13E-06,-0.0016
-2.83E+01,0.0008,-0.0044,,-1.13E-06,-0.0008
-2.83E+01,0.0088,0.0068,,-1.13E-06,-0.0016
-2.83E+01,-0.0024,-0.0044,,-1.13E-06,-0.0016
-2.83E+01,-0.0016,-0.006,,-1.13E-06,-0.0016
-2.83E+01,0.0064,0.0036,,-1.13E-06,-0.0024
-2.83E+01,-0.0008,0.0036,,-1.13E-06,-0.0024
-2.83E+01,-0.004,-0.0028,,-1.13E-06,-0.0024
-2.83E+01,0.0064,-0.0028,,-1.13E-06,-0.0024
-2.83E+01,0.0072,0.0076,,-1.13E-06,-0.0024
-2.83E+01,-0.0024,-0.006,,-1.13E-06,-0.0016
-2.82E+01,-0.0016,-0.0036,,-1.13E-06,-0.0016
-2.82E+01,0.0072,0.0068,,-1.13E-06,-0.0024
-2.82E+01,-0.0024,-0.0012,,-1.13E-06,-0.0024
-2.82E+01,-0.0008,-0.0036,,-1.13E-06,-0.0016
-2.82E+01,0.0088,-0.0052,,-1.13E-06,-0.0024
-2.82E+01,0.0056,0.0044,,-1.13E-06,-0.0024
-2.82E+01,-0.0032,-0.0036,,-1.13E-06,-0.0024
-2.82E+01,-0.004,-0.0044,,-1.13E-06,-0.0024
-2.82E+01,0.0064,0.0068,,-1.13E-06,-0.0024
-2.82E+01,-0.0024,-0.0052,,-1.13E-06,-0.0032
-2.81E+01,-0.0032,-0.0036,,-1.13E-06,-0.0016
-2.81E+01,0.0064,0.0044,,-1.13E-06,-0.0016
-2.81E+01,0.0056,0.0052,,-1.12E-06,-0.0016
-2.81E+01,-0.004,-0.0052,,-1.12E-06,-0.0016
-2.81E+01,-0.0008,-0.0052,,-1.12E-06,-0.0016
-2.81E+01,0.0072,0.0044,,-1.12E-06,-0.0016
-2.81E+01,-0.0024,-0.0068,,-1.12E-06,-0.0024
-2.81E+01,-0.0016,-0.0036,,-1.12E-06,-0.0016
-2.81E+01,0.0056,0.006,,-1.12E-06,-0.0016
-2.81E+01,0.0048,0.0036,,-1.12E-06,-0.0016
-2.80E+01,-0.0016,-0.0036,,-1.12E-06,-0.0016
-2.80E+01,-0.0008,-0.0028,,-1.12E-06,-0.0024
-2.80E+01,0.0056,0.0044,,-1.12E-06,-0.0016
-2.80E+01,-0.0024,-0.006,,-1.12E-06,0
-2.80E+01,-0.004,-0.0052,,-1.12E-06,0.0008
-2.80E+01,0.0064,0.0044,,-1.12E-06,0.0008
-2.80E+01,0.0024,0.0052,,-1.12E-06,0
-2.80E+01,-0.0016,-0.0044,,-1.12E-06,-0.0008
-2.80E+01,-0.0024,-0.0044,,-1.12E-06,-0.0016
-2.80E+01,0.0072,0.0044,,-1.12E-06,-0.0024
-2.79E+01,-0.004,-0.0044,,-1.12E-06,-0.0032
-2.79E+01,-0.004,-0.0028,,-1.12E-06,-0.0032
-2.79E+01,0.004,0.0044,,-1.12E-06,-0.0032
-2.79E+01,-0.0008,0.0012,,-1.12E-06,-0.0032
-2.79E+01,-0.0016,-0.0036,,-1.12E-06,-0.0032
-2.79E+01,0.0016,-0.0044,,-1.12E-06,-0.0024
-2.79E+01,0.0096,0.0036,,-1.12E-06,-0.0024
-2.79E+01,-0.004,-0.0044,,-1.11E-06,-0.0024
-2.79E+01,-0.0024,-0.0044,,-1.11E-06,-0.0024
-2.79E+01,0.008,0.0044,,-1.11E-06,-0.0016
-2.78E+01,-0.0048,-0.002,,-1.11E-06,-0.0016
-2.78E+01,-0.0008,-0.0036,,-1.11E-06,-0.0016
-2.78E+01,0.008,-0.0044,,-1.11E-06,-0.0016
-2.78E+01,0.0072,0.0044,,-1.11E-06,-0.0024
-2.78E+01,-0.0016,-0.0036,,-1.11E-06,-0.0016
-2.78E+01,-0.0032,-0.0044,,-1.11E-06,-0.0024
-2.78E+01,0.008,0.0052,,-1.11E-06,-0.0024
-2.78E+01,-0.004,-0.0012,,-1.11E-06,-0.0048
-2.78E+01,-0.0016,-0.0044,,-1.11E-06,-0.0056
-2.78E+01,0.004,0.0012,,-1.11E-06,-0.0048
-2.77E+01,0.0072,0.0044,,-1.11E-06,-0.004
-2.77E+01,-0.0016,-0.002,,-1.11E-06,-0.004
-2.77E+01,-0.0032,-0.006,,-1.11E-06,-0.0016
-2.77E+01,0.0072,0.0052,,-1.11E-06,-0.0016
-2.77E+01,-0.0032,-0.0036,,-1.11E-06,-0.0016
-2.77E+01,-0.0024,-0.0052,,-1.11E-06,-0.0008
-2.77E+01,0.0056,0.0052,,-1.11E-06,-0.0024
-2.77E+01,0.004,0.0076,,-1.11E-06,-0.0024
-2.77E+01,-0.0032,-0.0028,,-1.11E-06,-0.0024
-2.77E+01,-0.0016,-0.0044,,-1.11E-06,-0.0024
-2.76E+01,0.0072,0.0068,,-1.11E-06,-0.0024
-2.76E+01,-0.0016,-0.0052,,-1.11E-06,-0.0016
-2.76E+01,-0.0024,-0.002,,-1.10E-06,-0.0016
-2.76E+01,0.0056,0.0068,,-1.10E-06,-0.0024
-2.76E+01,0.0024,0.006,,-1.10E-06,-0.0024
-2.76E+01,-0.0032,-0.0028,,-1.10E-06,-0.0024
-2.76E+01,-0.0008,-0.0036,,-1.10E-06,-0.0024
-2.76E+01,0.008,0.0044,,-1.10E-06,-0.0016
-2.76E+01,-0.0008,-0.0052,,-1.10E-06,-0.0024
-2.76E+01,-0.0008,-0.0036,,-1.10E-06,-0.0024
-2.75E+01,0.0056,0.0044,,-1.10E-06,-0.0024
-2.75E+01,0,0.0052,,-1.10E-06,-0.0016
-2.75E+01,-0.0032,-0.0028,,-1.10E-06,-0.0024
-2.75E+01,-0.0008,-0.0028,,-1.10E-06,-0.0024
-2.75E+01,0.0064,0.0044,,-1.10E-06,-0.0032
-2.75E+01,-0.0024,-0.0028,,-1.10E-06,-0.0032
-2.75E+01,-0.0016,-0.0036,,-1.10E-06,-0.0032
-2.75E+01,0.008,0.0052,,-1.10E-06,-0.004
