Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,4,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.004,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
1.26E+01,0.0056,0.0076,,1.26E-06,0.0096
1.26E+01,-0.0024,-0.006,,1.26E-06,0.0088
1.26E+01,-0.0024,-0.0036,,1.26E-06,0.008
1.26E+01,0.0072,0.0092,,1.26E-06,0.008
1.26E+01,-0.0008,-0.0044,,1.26E-06,0.0064
1.26E+01,-0.0016,-0.0044,,1.26E-06,0.0048
1.26E+01,0.0048,0.01,,1.26E-06,0.004
1.26E+01,0.0072,-0.002,,1.26E-06,0.0032
1.26E+01,-0.0016,-0.002,,1.26E-06,0.0016
1.26E+01,0,0.0084,,1.26E-06,0.0008
1.26E+01,0.0056,0.0052,,1.26E-06,0.0016
1.26E+01,-0.0032,-0.0036,,1.26E-06,0.0024
1.26E+01,-0.0024,0.0012,,1.26E-06,0.0024
1.26E+01,0.0064,0.0052,,1.26E-06,0.0016
1.26E+01,-0.0032,-0.0036,,1.26E-06,0.0008
1.26E+01,0,-0.0044,,1.26E-06,0.0016
1.26E+01,0.0088,0.0036,,1.26E-06,0
1.26E+01,-0.0032,-0.0068,,1.26E-06,-0.0008
1.26E+01,-0.0024,-0.0028,,1.26E-06,-0.0016
1.26E+01,0.0104,0.0052,,1.26E-06,-0.0008
1.26E+01,-0.0016,-0.0052,,1.26E-06,-0.0008
1.27E+01,-0.0032,-0.0044,,1.27E-06,-0.0008
1.27E+01,0.0072,0.0052,,1.27E-06,0
1.27E+01,-0.0032,-0.0052,,1.27E-06,0
1.27E+01,-0.0024,-0.0036,,1.27E-06,-0.0016
1.27E+01,0.008,0.0068,,1.27E-06,-0.0024
1.27E+01,0.008,-0.0044,,1.27E-06,-0.0024
1.27E+01,-0.0032,-0.0036,,1.27E-06,-0.0032
1.27E+01,0.0032,0.0044,,1.27E-06,-0.004
1.27E+01,0.0128,0.002,,1.27E-06,-0.004
1.27E+01,-0.0016,-0.0028,,1.27E-06,-0.0048
1.27E+01,-0.0016,-0.0004,,1.27E-06,-0.004
1.27E+01,0.0112,0.0012,,1.27E-06,-0.004
1.27E+01,-0.0016,-0.006,,1.27E-06,-0.0032
1.27E+01,-0.0016,-0.0028,,1.27E-06,-0.0024
1.27E+01,0.0104,0.0044,,1.27E-06,-0.0032
1.27E+01,-0.0032,-0.0052,,1.27E-06,-0.0024
1.27E+01,-0.0024,-0.0012,,1.27E-06,-0.0024
1.27E+01,0.0128,0.0036,,1.27E-06,-0.0024
1.27E+01,-0.0024,-0.0052,,1.27E-06,-0.0016
1.27E+01,-0.0016,-0.0036,,1.27E-06,-0.0016
1.27E+01,0.0136,-0.0004,,1.27E-06,-0.0016
1.27E+01,-0.0032,-0.0044,,1.27E-06,-0.0024
1.27E+01,-0.0032,-0.0044,,1.27E-06,-0.0024
1.27E+01,0.0168,-0.0004,,1.27E-06,-0.0032
1.27E+01,0.0056,-0.0068,,1.27E-06,-0.004
1.28E+01,-0.0016,-0.0044,,1.28E-06,-0.0048
1.28E+01,0.0112,-0.0028,,1.28E-06,-0.0032
1.28E+01,0.0144,-0.0036,,1.28E-06,-0.0032
1.28E+01,-0.0016,-0.006,,1.28E-06,-0.0032
1.28E+01,0.0032,-0.0012,,1.28E-06,-0.0024
1.28E+01,0.0136,-0.0004,,1.28E-06,-0.0016
1.28E+01,-0.0008,-0.006,,1.28E-06,-0.0016
1.28E+01,-0.0008,-0.0004,,1.28E-06,-0.0008
1.28E+01,0.0144,-0.0028,,1.28E-06,0
1.28E+01,-0.0016,-0.0044,,1.28E-06,-0.0008
1.28E+01,-0.0008,-0.0044,,1.28E-06,-0.0008
1.28E+01,0.0144,-0.0028,,1.28E-06,-0.0008
1.28E+01,-0.0024,-0.0068,,1.28E-06,-0.0008
1.28E+01,-0.0008,-0.0044,,1.28E-06,-0.0008
1.28E+01,0.0168,-0.0036,,1.28E-06,-0.0024
1.28E+01,-0.0016,-0.0044,,1.28E-06,-0.0024
1.28E+01,-0.0032,-0.0036,,1.28E-06,-0.0024
1.28E+01,0.016,-0.006,,1.28E-06,-0.0032
1.28E+01,-0.0024,-0.0044,,1.28E-06,-0.0032
1.28E+01,0,-0.0044,,1.28E-06,-0.0024
1.28E+01,0.0152,-0.0044,,1.28E-06,-0.0016
1.28E+01,0.016,-0.0036,,1.28E-06,-0.0008
1.28E+01,-0.0016,-0.006,,1.28E-06,-0.0016
1.28E+01,0.0072,-0.0044,,1.28E-06,-0.0016
1.28E+01,0.0168,-0.0044,,1.28E-06,-0.0024
1.29E+01,-0.0024,-0.006,,1.29E-06,-0.0024
1.29E+01,-0.0016,-0.0044,,1.29E-06,-0.0024
1.29E+01,0.0176,-0.0044,,1.29E-06,-0.0024
1.29E+01,-0.0008,-0.0044,,1.29E-06,-0.0032
1.29E+01,-0.0008,-0.0036,,1.29E-06,-0.0024
1.29E+01,0.0168,-0.0044,,1.29E-06,-0.0032
1.29E+01,-0.0032,-0.0052,,1.29E-06,-0.0032
1.29E+01,-0.0016,-0.0068,,1.29E-06,-0.0048
1.29E+01,0.016,-0.0044,,1.29E-06,-0.004
1.29E+01,-0.0024,-0.006,,1.29E-06,-0.0024
1.29E+01,-0.0024,-0.0052,,1.29E-06,-0.0024
1.29E+01,0.0168,-0.0044,,1.29E-06,-0.0016
1.29E+01,-0.0024,-0.0052,,1.29E-06,-0.0016
1.29E+01,0,-0.006,,1.29E-06,-0.0024
1.29E+01,0.0184,-0.0044,,1.29E-06,-0.0024
1.29E+01,0.0032,-0.0076,,1.29E-06,-0.0024
1.29E+01,-0.0016,-0.0052,,1.29E-06,-0.0048
1.29E+01,0.0136,-0.0044,,1.29E-06,-0.0032
1.29E+01,0.0184,-0.0052,,1.29E-06,-0.0032
1.29E+01,-0.0016,-0.0052,,1.29E-06,-0.0032
1.29E+01,0.0032,-0.0044,,1.29E-06,-0.0024
1.29E+01,0.0176,-0.0052,,1.29E-06,-0.0024
1.29E+01,-0.0024,-0.0052,,1.29E-06,-0.0016
1.29E+01,-0.0016,-0.0052,,1.29E-06,-0.0008
1.29E+01,0.02,-0.0044,,1.29E-06,-0.0008
1.30E+01,-0.0032,-0.0052,,1.30E-06,-0.0008
1.30E+01,0,-0.0028,,1.30E-06,-0.0008
1.30E+01,0.0176,-0.006,,1.30E-06,-0.0016
1.30E+01,-0.0008,-0.006,,1.30E-06,-0.0032
1.30E+01,-0.0016,-0.0052,,1.30E-06,-0.0024
1.30E+01,0.0144,-0.0044,,1.30E-06,-0.0024
1.30E+01,-0.0024,-0.0036,,1.30E-06,-0.004
1.30E+01,-0.0016,-0.0052,,1.30E-06,-0.0024
1.30E+01,0.0176,-0.0052,,1.30E-06,-0.0024
1.30E+01,-0.0016,-0.0044,,1.30E-06,-0.0024
1.30E+01,-0.0016,-0.0028,,1.30E-06,-0.0024
1.30E+01,0.0152,-0.0044,,1.30E-06,-0.0024
1.30E+01,0.016,-0.0052,,1.30E-06,-0.0032
1.30E+01,-0.0024,-0.0044,,1.30E-06,-0.0024
1.30E+01,0.008,-0.0036,,1.30E-06,-0.0008
1.30E+01,0.016,-0.0028,,1.30E-06,-0.0008
1.30E+01,-0.004,-0.0044,,1.30E-06,-0.0008
1.30E+01,-0.0032,-0.0036,,1.30E-06,-0.0016
1.30E+01,0.0152,-0.002,,1.30E-06,-0.0024
1.30E+01,-0.0008,-0.0044,,1.30E-06,-0.0024
1.30E+01,-0.0016,-0.0052,,1.30E-06,-0.004
1.30E+01,0.0144,-0.0012,,1.30E-06,-0.004
1.30E+01,-0.0008,-0.0036,,1.30E-06,-0.004
1.30E+01,-0.0016,-0.0052,,1.30E-06,-0.004
1.30E+01,0.0136,-0.0036,,1.30E-06,-0.0024
1.31E+01,-0.0008,-0.0036,,1.31E-06,-0.0024
1.31E+01,-0.0024,-0.0044,,1.31E-06,-0.0016
1.31E+01,0.0136,0.0012,,1.31E-06,-0.0016
1.31E+01,0,-0.0052,,1.31E-06,-0.0016
1.31E+01,-0.0016,-0.0044,,1.31E-06,-0.0016
1.31E+01,0.0128,-0.0012,,1.31E-06,-0.0024
1.31E+01,0.0048,-0.0044,,1.31E-06,-0.0024
1.31E+01,-0.0008,-0.0052,,1.31E-06,-0.0032
1.31E+01,0.0104,0.0004,,1.31E-06,-0.004
1.31E+01,0.0136,-0.0028,,1.31E-06,-0.0032
1.31E+01,-0.0008,-0.0044,,1.31E-06,-0.0032
1.31E+01,0.0008,0.0012,,1.31E-06,-0.0032
1.31E+01,0.012,0.0004,,1.31E-06,-0.0024
1.31E+01,-0.0008,-0.006,,1.31E-06,-0.0008
1.31E+01,-0.0016,-0.0012,,1.31E-06,-0.0016
1.31E+01,0.0128,0.0036,,1.31E-06,-0.0016
1.31E+01,-0.0016,-0.0052,,1.31E-06,-0.0024
1.31E+01,-0.0016,-0.0036,,1.31E-06,-0.0024
1.31E+01,0.0096,0.0028,,1.31E-06,-0.0024
1.31E+01,-0.0024,-0.0044,,1.31E-06,-0.004
1.31E+01,-0.0032,-0.0068,,1.31E-06,-0.004
1.31E+01,0.0104,0.0036,,1.31E-06,-0.004
1.31E+01,-0.0032,-0.0052,,1.31E-06,-0.004
1.31E+01,-0.0008,-0.0036,,1.31E-06,-0.0024
1.31E+01,0.0112,0.0052,,1.31E-06,-0.0024
1.32E+01,-0.0032,-0.0036,,1.32E-06,-0.0024
1.32E+01,-0.0024,-0.0052,,1.32E-06,-0.0016
1.32E+01,0.0088,0.0076,,1.32E-06,-0.0016
1.32E+01,0.008,-0.0036,,1.32E-06,-0.0024
1.32E+01,-0.0032,-0.0028,,1.32E-06,-0.0024
1.32E+01,0.0032,0.0076,,1.32E-06,-0.0032
1.32E+01,0.008,0.0068,,1.32E-06,-0.0032
1.32E+01,-0.0032,-0.0028,,1.32E-06,-0.0024
1.32E+01,-0.0016,0.0028,,1.32E-06,-0.0008
1.32E+01,0.008,0.0068,,1.32E-06,-0.0016
1.32E+01,0,-0.002,,1.32E-06,-0.0008
1.32E+01,-0.004,-0.0068,,1.32E-06,-0.0008
1.32E+01,0.0088,0.0068,,1.32E-06,-0.0008
1.32E+01,-0.0024,-0.0044,,1.32E-06,-0.0008
1.32E+01,-0.0032,-0.0028,,1.32E-06,0
1.32E+01,0.0072,0.0068,,1.32E-06,0.0008
1.32E+01,-0.0008,-0.006,,1.32E-06,0.0008
1.32E+01,-0.0016,-0.0036,,1.32E-06,0.0008
1.32E+01,0.0096,0.0052,,1.32E-06,0.0016
1.32E+01,-0.004,-0.0036,,1.32E-06,0.0032
1.32E+01,-0.0024,-0.0052,,1.32E-06,0.0056
1.32E+01,0.0096,0.0068,,1.32E-06,0.0072
1.32E+01,0.0032,-0.0036,,1.32E-06,0.008
1.32E+01,-0.0048,-0.006,,1.32E-06,0.0088
1.32E+01,0.0064,0.006,,1.32E-06,0.0088
1.33E+01,0.0064,0.0012,,1.33E-06,0.0096
1.33E+01,-0.0024,-0.0052,,1.33E-06,0.0096
1.33E+01,0.0008,0.0044,,1.33E-06,0.008
1.33E+01,0.008,0.0076,,1.33E-06,0.008
1.33E+01,-0.0032,-0.0036,,1.33E-06,0.0072
1.33E+01,-0.0016,-0.0028,,1.33E-06,0.0064
1.33E+01,0.0072,0.0092,,1.33E-06,0.0056
1.33E+01,-0.0016,-0.0052,,1.33E-06,0.0048
1.33E+01,-0.0008,-0.006,,1.33E-06,0.0056
1.33E+01,0.008,0.0044,,1.33E-06,0.0064
1.33E+01,-0.0024,-0.0044,,1.33E-06,0.0056
1.33E+01,-0.0024,-0.0036,,1.33E-06,0.0064
1.33E+01,0.0072,0.006,,1.33E-06,0.0064
1.33E+01,-0.004,-0.0052,,1.33E-06,0.0072
1.33E+01,-0.0024,-0.0036,,1.33E-06,0.0064
1.33E+01,0.008,0.006,,1.33E-06,0.0064
1.33E+01,-0.0024,-0.0044,,1.33E-06,0.0064
1.33E+01,-0.0024,-0.0036,,1.33E-06,0.0064
1.33E+01,0.0064,0.006,,1.33E-06,0.0056
1.33E+01,0.0104,-0.0044,,1.33E-06,0.0072
1.33E+01,-0.0024,-0.0028,,1.33E-06,0.008
1.33E+01,0.0024,0.0052,,1.33E-06,0.008
1.33E+01,0.0064,0.0068,,1.33E-06,0.008
1.33E+01,-0.0016,-0.0044,,1.33E-06,0.008
1.33E+01,-0.0024,0.0012,,1.33E-06,0.0088
1.34E+01,0.0056,0.006,,1.34E-06,0.0072
1.34E+01,-0.0016,-0.002,,1.34E-06,0.0072
1.34E+01,-0.0024,-0.0044,,1.34E-06,0.008
1.34E+01,0.0088,0.0076,,1.34E-06,0.0064
1.34E+01,-0.0008,-0.0036,,1.34E-06,0.0064
1.34E+01,-0.0016,-0.006,,1.34E-06,0.0064
1.34E+01,0.0056,0.0076,,1.34E-06,0.0048
1.34E+01,-0.0024,-0.0036,,1.34E-06,0.0064
1.34E+01,-0.0016,-0.0028,,1.34E-06,0.0056
1.34E+01,0.008,0.0044,,1.34E-06,0.0064
1.34E+01,-0.0024,-0.006,,1.34E-06,0.0064
1.34E+01,-0.0032,-0.0044,,1.34E-06,0.0064
1.34E+01,0.0064,0.0052,,1.34E-06,0.0072
1.34E+01,0.0064,-0.0036,,1.34E-06,0.0072
1.34E+01,-0.0032,-0.0052,,1.34E-06,0.008
1.34E+01,0.004,0.0052,,1.34E-06,0.0088
1.34E+01,0.0088,0.0068,,1.34E-06,0.0096
1.34E+01,-0.0024,-0.0044,,1.34E-06,0.0104
1.34E+01,-0.0024,0.0036,,1.34E-06,0.0088
1.34E+01,0.0072,0.0044,,1.34E-06,0.008
1.34E+01,-0.0032,-0.0028,,1.34E-06,0.008
1.34E+01,-0.0008,-0.0052,,1.34E-06,0.008
1.34E+01,0.0088,0.0052,,1.34E-06,0.008
1.34E+01,-0.0024,-0.0068,,1.34E-06,0.0072
1.34E+01,-0.0016,-0.0052,,1.34E-06,0.0072
1.35E+01,0.008,0.0052,,1.35E-06,0.008
1.35E+01,-0.0032,-0.006,,1.35E-06,0.0072
1.35E+01,-0.0024,-0.002,,1.35E-06,0.0072
1.35E+01,0.0072,0.0076,,1.35E-06,0.0064
1.35E+01,-0.0024,-0.0044,,1.35E-06,0.0064
1.35E+01,-0.0024,-0.002,,1.35E-06,0.0064
1.35E+01,0.008,0.006,,1.35E-06,0.008
1.35E+01,0.0008,-0.002,,1.35E-06,0.008
1.35E+01,-0.0024,-0.0052,,1.35E-06,0.008
1.35E+01,0.0048,0.0076,,1.35E-06,0.0088
1.35E+01,0.0088,-0.0044,,1.35E-06,0.008
1.35E+01,-0.0056,-0.0012,,1.35E-06,0.0072
1.35E+01,0,0.0068,,1.35E-06,0.008
1.35E+01,0.0072,0.0092,,1.35E-06,0.0072
1.35E+01,-0.0016,-0.0044,,1.35E-06,0.0072
1.35E+01,-0.0032,0.0004,,1.35E-06,0.0072
1.35E+01,0.008,0.006,,1.35E-06,0.008
1.35E+01,-0.0024,-0.0028,,1.35E-06,0.0072
1.35E+01,-0.0024,-0.0044,,1.35E-06,0.0072
1.35E+01,0.0056,0.0092,,1.35E-06,0.0072
1.35E+01,-0.004,-0.0044,,1.35E-06,0.0072
1.35E+01,-0.0024,-0.0028,,1.35E-06,0.0064
1.35E+01,0.0056,0.0076,,1.35E-06,0.0064
1.35E+01,-0.0032,-0.0044,,1.35E-06,0.0072
1.35E+01,-0.0024,-0.006,,1.35E-06,0.0072
1.36E+01,0.0056,0.0108,,1.36E-06,0.0064
1.36E+01,-0.0008,-0.0036,,1.36E-06,0.0072
1.36E+01,0.0008,-0.0044,,1.36E-06,0.0072
1.36E+01,0.0048,0.0108,,1.36E-06,0.0088
1.36E+01,0.004,-0.0012,,1.36E-06,0.0072
1.36E+01,-0.0024,-0.0028,,1.36E-06,0.0072
1.36E+01,0.0008,0.01,,1.36E-06,0.008
1.36E+01,0.0032,0.0116,,1.36E-06,0.0072
1.36E+01,-0.0032,-0.0044,,1.36E-06,0.0064
1.36E+01,-0.0024,0.0052,,1.36E-06,0.0056
1.36E+01,0,0.0108,,1.36E-06,0.004
1.36E+01,-0.004,-0.0044,,1.36E-06,0.0024
1.36E+01,-0.0024,-0.0028,,1.36E-06,0.0024
1.36E+01,0.004,0.0124,,1.36E-06,0.0024
1.36E+01,-0.0024,-0.0044,,1.36E-06,0.0024
1.36E+01,-0.004,-0.002,,1.36E-06,0.0024
1.36E+01,0.0016,0.0132,,1.36E-06,0.0016
1.36E+01,-0.0024,-0.0044,,1.36E-06,0.0016
1.36E+01,-0.0008,-0.0044,,1.36E-06,0.0008
1.36E+01,0.0024,0.014,,1.36E-06,0.0008
1.36E+01,-0.0016,-0.0044,,1.36E-06,0
1.36E+01,-0.0024,-0.0028,,1.36E-06,0
1.36E+01,0.0016,0.014,,1.36E-06,-0.0008
1.36E+01,-0.0008,-0.0044,,1.36E-06,-0.0024
1.36E+01,-0.0056,-0.0052,,1.36E-06,-0.0016
1.37E+01,-0.0008,0.0188,,1.37E-06,-0.0024
1.37E+01,0.0008,0.0028,,1.37E-06,-0.0024
1.37E+01,-0.004,-0.002,,1.37E-06,-0.0032
1.37E+01,-0.0016,0.0124,,1.37E-06,-0.0032
1.37E+01,0.0008,0.0164,,1.37E-06,-0.0032
1.37E+01,-0.0032,-0.0044,,1.37E-06,-0.0024
1.37E+01,-0.0048,-0.0004,,1.37E-06,-0.0032
1.37E+01,0,0.0156,,1.37E-06,-0.0032
1.37E+01,-0.004,-0.006,,1.37E-06,-0.0024
1.37E+01,-0.0032,-0.0052,,1.37E-06,-0.0024
1.37E+01,-0.0008,0.0156,,1.37E-06,-0.0024
1.37E+01,-0.0024,-0.0044,,1.37E-06,-0.0016
1.37E+01,-0.0024,-0.0036,,1.37E-06,-0.0008
1.37E+01,0.0016,0.0156,,1.37E-06,-0.0008
1.37E+01,-0.0032,-0.0036,,1.37E-06,-0.0024
1.37E+01,-0.0024,-0.0028,,1.37E-06,-0.0024
1.37E+01,-0.0008,0.018,,1.37E-06,-0.0016
1.37E+01,-0.004,-0.0044,,1.37E-06,-0.0024
1.37E+01,-0.0024,-0.0036,,1.37E-06,-0.0016
1.37E+01,0,0.0188,,1.37E-06,-0.0016
1.37E+01,0,-0.0028,,1.37E-06,-0.0016
1.37E+01,-0.0032,-0.0036,,1.37E-06,-0.0008
1.37E+01,-0.0016,0.018,,1.37E-06,-0.0008
1.37E+01,0,0.018,,1.37E-06,-0.0008
1.37E+01,-0.0024,-0.0044,,1.37E-06,-0.0016
1.38E+01,-0.0024,0.0092,,1.38E-06,-0.0008
1.38E+01,-0.0016,0.0188,,1.38E-06,-0.0016
1.38E+01,-0.0024,-0.0028,,1.38E-06,-0.0016
1.38E+01,-0.004,-0.0036,,1.38E-06,-0.0032
1.38E+01,-0.0016,0.0172,,1.38E-06,-0.0032
1.38E+01,-0.0032,-0.0028,,1.38E-06,-0.0024
1.38E+01,-0.004,-0.0036,,1.38E-06,-0.0024
1.38E+01,-0.0016,0.018,,1.38E-06,-0.0024
1.38E+01,-0.0016,-0.0044,,1.38E-06,-0.0016
1.38E+01,-0.0056,-0.0036,,1.38E-06,-0.0016
1.38E+01,-0.0032,0.0188,,1.38E-06,-0.0024
1.38E+01,-0.0032,-0.0036,,1.38E-06,-0.0024
1.38E+01,-0.004,-0.0036,,1.38E-06,-0.0032
1.38E+01,0,0.0188,,1.38E-06,-0.0032
1.38E+01,-0.0024,-0.0044,,1.38E-06,-0.004
1.38E+01,-0.0032,-0.0036,,1.38E-06,-0.004
1.38E+01,-0.0016,0.0188,,1.38E-06,-0.0024
1.38E+01,0,0.0076,,1.38E-06,-0.0024
1.38E+01,-0.0032,-0.0036,,1.38E-06,-0.0024
1.38E+01,-0.0032,0.014,,1.38E-06,-0.0024
1.38E+01,-0.0024,0.0188,,1.38E-06,-0.0008
1.38E+01,-0.0024,-0.0052,,1.38E-06,-0.0016
1.38E+01,-0.0024,0.0028,,1.38E-06,-0.0016
1.38E+01,-0.0016,0.0188,,1.38E-06,-0.0024
1.38E+01,-0.0008,-0.0028,,1.38E-06,-0.0032
1.39E+01,-0.004,-0.002,,1.39E-06,-0.004
1.39E+01,-0.0016,0.0188,,1.39E-06,-0.0024
1.39E+01,-0.004,-0.0036,,1.39E-06,-0.0032
1.39E+01,-0.0024,-0.0012,,1.39E-06,-0.0032
1.39E+01,-0.0024,0.018,,1.39E-06,-0.0016
1.39E+01,-0.0024,-0.0044,,1.39E-06,-0.0024
1.39E+01,-0.0056,-0.0036,,1.39E-06,0
1.39E+01,-0.0016,0.018,,1.39E-06,-0.0008
1.39E+01,-0.004,-0.0028,,1.39E-06,0
1.39E+01,-0.0032,-0.0044,,1.39E-06,-0.0008
1.39E+01,-0.0016,0.0204,,1.39E-06,-0.0008
1.39E+01,-0.0024,-0.0044,,1.39E-06,-0.0008
1.39E+01,-0.004,-0.0036,,1.39E-06,-0.0008
1.39E+01,-0.0008,0.0188,,1.39E-06,-0.0016
1.39E+01,-0.0032,0.018,,1.39E-06,-0.0032
1.39E+01,-0.0016,-0.0036,,1.39E-06,-0.004
1.39E+01,-0.0024,0.0076,,1.39E-06,-0.0048
1.39E+01,-0.0032,0.0188,,1.39E-06,-0.0032
1.39E+01,-0.0024,-0.002,,1.39E-06,-0.0032
1.39E+01,-0.004,-0.0044,,1.39E-06,-0.0032
1.39E+01,-0.0008,0.018,,1.39E-06,-0.0024
1.39E+01,-0.0024,-0.0036,,1.39E-06,-0.0008
1.39E+01,-0.0032,-0.0028,,1.39E-06,-0.0016
1.39E+01,-0.0016,0.0188,,1.39E-06,-0.0016
1.39E+01,-0.0024,-0.0028,,1.39E-06,-0.0016
1.40E+01,-0.0024,-0.0028,,1.40E-06,-0.0008
1.40E+01,-0.0024,0.0172,,1.40E-06,-0.0016
1.40E+01,-0.0024,-0.0044,,1.40E-06,-0.0024
1.40E+01,-0.0024,-0.0044,,1.40E-06,-0.0024
1.40E+01,-0.0008,0.0188,,1.40E-06,-0.0016
1.40E+01,-0.0024,-0.002,,1.40E-06,-0.0032
1.40E+01,-0.0032,-0.0036,,1.40E-06,-0.0032
1.40E+01,-0.0016,0.0212,,1.40E-06,-0.0024
1.40E+01,-0.0008,0.0076,,1.40E-06,-0.0016
1.40E+01,-0.0024,-0.0044,,1.40E-06,-0.0016
1.40E+01,-0.0024,0.014,,1.40E-06,-0.0016
1.40E+01,-0.0016,0.0212,,1.40E-06,-0.0016
1.40E+01,-0.004,-0.0036,,1.40E-06,-0.0024
1.40E+01,-0.0048,0.0028,,1.40E-06,-0.0016
1.40E+01,-0.0016,0.018,,1.40E-06,-0.0024
1.40E+01,-0.004,-0.0044,,1.40E-06,-0.0024
1.40E+01,-0.0032,-0.0028,,1.40E-06,-0.0024
1.40E+01,-0.0032,0.0212,,1.40E-06,-0.0024
1.40E+01,-0.0008,-0.0012,,1.40E-06,-0.0032
1.40E+01,-0.0024,-0.0036,,1.40E-06,-0.0032
1.40E+01,-0.0024,0.0196,,1.40E-06,-0.0032
1.40E+01,-0.0048,-0.0028,,1.40E-06,-0.0032
1.40E+01,-0.0032,-0.002,,1.40E-06,-0.0032
1.40E+01,-0.0008,0.0204,,1.40E-06,-0.0024
1.40E+01,-0.0024,-0.0036,,1.40E-06,-0.0024
1.41E+01,-0.0056,-0.0028,,1.41E-06,-0.0032
1.41E+01,-0.004,0.0204,,1.41E-06,-0.0024
1.41E+01,-0.0008,-0.0044,,1.41E-06,-0.0024
1.41E+01,-0.004,-0.0004,,1.41E-06,-0.0024
1.41E+01,-0.0024,0.0164,,1.41E-06,-0.0024
1.41E+01,-0.0016,0.0196,,1.41E-06,-0.004
1.41E+01,-0.0024,-0.0036,,1.41E-06,-0.004
1.41E+01,-0.0024,0.0084,,1.41E-06,-0.004
1.41E+01,-0.0016,0.0172,,1.41E-06,-0.0032
1.41E+01,-0.0016,-0.0036,,1.41E-06,-0.0024
1.41E+01,-0.004,-0.0036,,1.41E-06,-0.0024
1.41E+01,0,0.0188,,1.41E-06,-0.0016
1.41E+01,-0.004,-0.002,,1.41E-06,-0.0016
1.41E+01,-0.0024,-0.0036,,1.41E-06,-0.0016
1.41E+01,-0.0024,0.0172,,1.41E-06,-0.0016
1.41E+01,-0.0032,-0.0012,,1.41E-06,-0.0016
1.41E+01,-0.0032,-0.0044,,1.41E-06,-0.0024
1.41E+01,-0.0016,0.0172,,1.41E-06,-0.0016
1.41E+01,-0.0024,-0.0028,,1.41E-06,-0.0016
1.41E+01,-0.0032,-0.0044,,1.41E-06,-0.0016
1.41E+01,-0.0008,0.0172,,1.41E-06,-0.0024
1.41E+01,-0.0016,-0.0044,,1.41E-06,-0.0024
1.41E+01,-0.0024,-0.002,,1.41E-06,-0.0024
1.41E+01,-0.0024,0.018,,1.41E-06,-0.0024
1.41E+01,0.0016,0.0084,,1.41E-06,-0.0024
1.42E+01,-0.0024,-0.0036,,1.42E-06,-0.0024
1.42E+01,-0.004,0.0108,,1.42E-06,-0.0024
1.42E+01,0,0.018,,1.42E-06,-0.0024
1.42E+01,-0.0048,-0.002,,1.42E-06,-0.0032
1.42E+01,-0.0008,0.0004,,1.42E-06,-0.0032
1.42E+01,-0.0016,0.0156,,1.42E-06,-0.0024
1.42E+01,-0.004,-0.0044,,1.42E-06,-0.0024
1.42E+01,-0.0032,-0.0044,,1.42E-06,-0.0008
1.42E+01,0,0.0164,,1.42E-06,-0.0008
1.42E+01,-0.0024,-0.0036,,1.42E-06,-0.0016
1.42E+01,-0.004,-0.0036,,1.42E-06,-0.0024
1.42E+01,0.0008,0.0156,,1.42E-06,-0.0016
1.42E+01,-0.0032,-0.0036,,1.42E-06,-0.0016
1.42E+01,-0.0024,-0.0028,,1.42E-06,-0.0024
1.42E+01,0.0008,0.0148,,1.42E-06,-0.0016
1.42E+01,-0.0008,-0.0036,,1.42E-06,-0.0008
1.42E+01,-0.0024,-0.0012,,1.42E-06,0
1.42E+01,0.0008,0.0148,,1.42E-06,0.0008
1.42E+01,0.004,-0.0052,,1.42E-06,0.004
1.42E+01,-0.0024,-0.0028,,1.42E-06,0.0048
1.42E+01,0.0008,0.01,,1.42E-06,0.0064
1.42E+01,0.0016,0.014,,1.42E-06,0.0072
1.42E+01,-0.0024,-0.0036,,1.42E-06,0.008
1.42E+01,-0.0024,0.0044,,1.42E-06,0.0088
1.42E+01,0.0016,0.01,,1.42E-06,0.0088
1.43E+01,-0.0016,-0.0052,,1.43E-06,0.008
1.43E+01,0,-0.0044,,1.43E-06,0.008
1.43E+01,0.004,0.0124,,1.43E-06,0.008
1.43E+01,-0.0024,-0.0036,,1.43E-06,0.0072
1.43E+01,-0.0024,-0.002,,1.43E-06,0.008
1.43E+01,0.0048,0.0092,,1.43E-06,0.0088
1.43E+01,-0.0008,-0.0036,,1.43E-06,0.008
1.43E+01,-0.0016,-0.0036,,1.43E-06,0.008
1.43E+01,0.0056,0.01,,1.43E-06,0.0072
1.43E+01,-0.0032,-0.0068,,1.43E-06,0.0072
1.43E+01,-0.0032,-0.0044,,1.43E-06,0.0064
1.43E+01,0.0048,0.0092,,1.43E-06,0.008
