Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,4,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.004,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-1.48E+01,-0.0008,0.0196,,-1.48E-06,-0.0016
-1.48E+01,-0.004,-0.0028,,-1.48E-06,-0.0016
-1.48E+01,-0.004,-0.002,,-1.48E-06,-0.0008
-1.48E+01,-0.0008,0.0204,,-1.48E-06,0.0016
-1.48E+01,-0.0032,-0.0012,,-1.48E-06,0.0016
-1.48E+01,-0.0016,-0.0028,,-1.48E-06,0.0024
-1.48E+01,-0.0016,0.0172,,-1.48E-06,0.0032
-1.48E+01,-0.004,-0.002,,-1.48E-06,0.0032
-1.48E+01,-0.0016,-0.0044,,-1.48E-06,0.0056
-1.48E+01,-0.0032,0.018,,-1.48E-06,0.0056
-1.48E+01,-0.0016,-0.0044,,-1.48E-06,0.0072
-1.48E+01,-0.0032,-0.002,,-1.48E-06,0.008
-1.48E+01,-0.0016,0.0212,,-1.48E-06,0.0088
-1.47E+01,-0.0032,-0.0012,,-1.47E-06,0.0088
-1.47E+01,-0.0008,-0.002,,-1.47E-06,0.008
-1.47E+01,-0.0016,0.018,,-1.47E-06,0.008
-1.47E+01,-0.004,0.018,,-1.47E-06,0.0072
-1.47E+01,-0.0024,-0.0044,,-1.47E-06,0.0072
-1.47E+01,-0.0024,0.006,,-1.47E-06,0.0064
-1.47E+01,-0.0016,0.018,,-1.47E-06,0.0056
-1.47E+01,-0.0024,-0.0036,,-1.47E-06,0.0056
-1.47E+01,-0.0016,-0.0044,,-1.47E-06,0.0064
-1.47E+01,-0.0016,0.0164,,-1.47E-06,0.0064
-1.47E+01,-0.0032,-0.0028,,-1.47E-06,0.0072
-1.47E+01,-0.004,-0.0028,,-1.47E-06,0.0072
-1.47E+01,-0.0024,0.0188,,-1.47E-06,0.0072
-1.47E+01,-0.0032,-0.002,,-1.47E-06,0.0072
-1.47E+01,-0.0032,-0.0028,,-1.47E-06,0.008
-1.47E+01,-0.0048,0.0204,,-1.47E-06,0.0064
-1.47E+01,-0.0032,-0.0012,,-1.47E-06,0.0064
-1.47E+01,-0.0032,-0.0044,,-1.47E-06,0.0072
-1.47E+01,-0.0016,0.0188,,-1.47E-06,0.0072
-1.47E+01,-0.0024,-0.006,,-1.47E-06,0.0072
-1.47E+01,-0.0016,-0.0028,,-1.47E-06,0.0072
-1.47E+01,-0.0024,0.0188,,-1.47E-06,0.008
-1.47E+01,-0.0008,0.0172,,-1.47E-06,0.008
-1.47E+01,-0.0032,-0.0036,,-1.47E-06,0.008
-1.47E+01,-0.0016,0.0092,,-1.47E-06,0.0088
-1.46E+01,-0.0016,0.0172,,-1.46E-06,0.0072
-1.46E+01,-0.0016,-0.0044,,-1.46E-06,0.0072
-1.46E+01,-0.0008,-0.0028,,-1.46E-06,0.0064
-1.46E+01,-0.0024,0.0188,,-1.46E-06,0.0064
-1.46E+01,-0.004,-0.0044,,-1.46E-06,0.008
-1.46E+01,-0.0024,-0.002,,-1.46E-06,0.008
-1.46E+01,-0.0016,0.0188,,-1.46E-06,0.0072
-1.46E+01,-0.0048,-0.002,,-1.46E-06,0.008
-1.46E+01,-0.004,-0.0028,,-1.46E-06,0.0088
-1.46E+01,-0.0016,0.0196,,-1.46E-06,0.008
-1.46E+01,-0.0024,-0.0028,,-1.46E-06,0.0088
-1.46E+01,-0.0024,-0.0028,,-1.46E-06,0.0072
-1.46E+01,-0.0024,0.0188,,-1.46E-06,0.0064
-1.46E+01,-0.0024,-0.002,,-1.46E-06,0.0064
-1.46E+01,-0.0024,-0.0036,,-1.46E-06,0.0056
-1.46E+01,-0.0024,0.0204,,-1.46E-06,0.0064
-1.46E+01,-0.0016,0.0084,,-1.46E-06,0.0064
-1.46E+01,-0.0016,-0.0028,,-1.46E-06,0.0072
-1.46E+01,-0.0032,0.0124,,-1.46E-06,0.0072
-1.46E+01,-0.0024,0.0196,,-1.46E-06,0.008
-1.46E+01,-0.0032,-0.0036,,-1.46E-06,0.0088
-1.46E+01,-0.004,-0.0004,,-1.46E-06,0.0088
-1.46E+01,-0.0016,0.0172,,-1.46E-06,0.0088
-1.46E+01,-0.0048,-0.0044,,-1.46E-06,0.0072
-1.46E+01,-0.0008,-0.0052,,-1.46E-06,0.0072
-1.45E+01,0,0.018,,-1.45E-06,0.0064
-1.45E+01,-0.0032,-0.0028,,-1.45E-06,0.008
-1.45E+01,-0.004,-0.0036,,-1.45E-06,0.0088
-1.45E+01,-0.0016,0.0196,,-1.45E-06,0.008
-1.45E+01,-0.0024,-0.0036,,-1.45E-06,0.0088
-1.45E+01,-0.0008,-0.0036,,-1.45E-06,0.008
-1.45E+01,-0.0016,0.0188,,-1.45E-06,0.0072
-1.45E+01,-0.0024,-0.002,,-1.45E-06,0.0072
-1.45E+01,-0.0024,-0.0036,,-1.45E-06,0.0064
-1.45E+01,-0.0024,0.0204,,-1.45E-06,0.0072
-1.45E+01,-0.0032,0.0004,,-1.45E-06,0.0064
-1.45E+01,-0.0032,-0.0036,,-1.45E-06,0.0064
-1.45E+01,-0.0008,0.0164,,-1.45E-06,0.008
-1.45E+01,-0.004,0.0188,,-1.45E-06,0.0096
-1.45E+01,-0.0024,-0.0052,,-1.45E-06,0.0104
-1.45E+01,-0.004,0.0044,,-1.45E-06,0.0104
-1.45E+01,-0.0016,0.018,,-1.45E-06,0.0096
-1.45E+01,-0.0032,-0.0044,,-1.45E-06,0.0096
-1.45E+01,-0.0024,-0.0028,,-1.45E-06,0.008
-1.45E+01,-0.0008,0.0188,,-1.45E-06,0.0072
-1.45E+01,-0.004,-0.0044,,-1.45E-06,0.0064
-1.45E+01,-0.0024,-0.0044,,-1.45E-06,0.0056
-1.45E+01,-0.0032,0.0188,,-1.45E-06,0.0048
-1.45E+01,-0.0016,-0.002,,-1.45E-06,0.004
-1.45E+01,-0.0016,-0.0012,,-1.45E-06,0.004
-1.44E+01,-0.0008,0.0188,,-1.44E-06,0.0048
-1.44E+01,-0.0032,-0.002,,-1.44E-06,0.0072
-1.44E+01,-0.0056,-0.0036,,-1.44E-06,0.0064
-1.44E+01,-0.0024,0.0188,,-1.44E-06,0.0064
-1.44E+01,-0.0008,-0.0028,,-1.44E-06,0.0072
-1.44E+01,-0.004,-0.0036,,-1.44E-06,0.0064
-1.44E+01,-0.0024,0.018,,-1.44E-06,0.0064
-1.44E+01,-0.0008,0.0172,,-1.44E-06,0.0056
-1.44E+01,-0.0032,-0.0044,,-1.44E-06,0.0048
-1.44E+01,-0.0048,0.0116,,-1.44E-06,0.004
-1.44E+01,-0.0016,0.0164,,-1.44E-06,0.0032
-1.44E+01,-0.004,-0.006,,-1.44E-06,0.0024
-1.44E+01,-0.0016,-0.0036,,-1.44E-06,0.0032
-1.44E+01,-0.0016,0.018,,-1.44E-06,0.004
-1.44E+01,-0.0032,-0.0028,,-1.44E-06,0.0048
-1.44E+01,-0.004,-0.002,,-1.44E-06,0.004
-1.44E+01,-0.0008,0.0172,,-1.44E-06,0.0024
-1.44E+01,-0.0024,-0.0036,,-1.44E-06,0.0016
-1.44E+01,-0.0032,-0.002,,-1.44E-06,0.0008
-1.44E+01,-0.0024,0.0172,,-1.44E-06,0
-1.44E+01,-0.0024,-0.0036,,-1.44E-06,0
-1.44E+01,-0.0032,-0.0068,,-1.44E-06,0
-1.44E+01,0,0.0188,,-1.44E-06,0.0008
-1.44E+01,-0.0024,-0.0036,,-1.44E-06,0
-1.44E+01,-0.0024,-0.0028,,-1.44E-06,0.0008
-1.43E+01,-0.0024,0.0204,,-1.43E-06,0
-1.43E+01,0,0.0084,,-1.43E-06,-0.0008
-1.43E+01,-0.0024,-0.0044,,-1.43E-06,-0.0024
-1.43E+01,-0.0024,0.0164,,-1.43E-06,-0.0024
-1.43E+01,-0.0016,0.0188,,-1.43E-06,-0.004
-1.43E+01,-0.0016,-0.002,,-1.43E-06,-0.004
-1.43E+01,-0.0024,0.002,,-1.43E-06,-0.004
-1.43E+01,-0.0008,0.018,,-1.43E-06,-0.0032
-1.43E+01,-0.0048,-0.0052,,-1.43E-06,-0.0024
-1.43E+01,-0.0032,-0.0044,,-1.43E-06,-0.0024
-1.43E+01,-0.0016,0.0188,,-1.43E-06,-0.0016
-1.43E+01,-0.0024,-0.0044,,-1.43E-06,-0.0032
-1.43E+01,-0.0016,-0.0052,,-1.43E-06,-0.0016
-1.43E+01,-0.0008,0.0164,,-1.43E-06,-0.0016
-1.43E+01,-0.0032,-0.0044,,-1.43E-06,-0.0008
-1.43E+01,-0.0048,-0.002,,-1.43E-06,-0.0032
-1.43E+01,-0.0008,0.0172,,-1.43E-06,-0.0032
-1.43E+01,-0.0048,-0.0012,,-1.43E-06,-0.0016
-1.43E+01,-0.0016,-0.0036,,-1.43E-06,-0.0016
-1.43E+01,-0.0032,0.022,,-1.43E-06,-0.0016
-1.43E+01,-0.0016,-0.0012,,-1.43E-06,-0.0008
-1.43E+01,-0.0032,-0.006,,-1.43E-06,-0.0024
-1.43E+01,-0.0016,0.018,,-1.43E-06,-0.0032
-1.43E+01,-0.0024,0.0188,,-1.43E-06,-0.004
-1.43E+01,-0.004,-0.0028,,-1.43E-06,-0.0048
-1.42E+01,-0.0024,0.006,,-1.42E-06,-0.004
-1.42E+01,-0.0032,0.0172,,-1.42E-06,-0.004
-1.42E+01,-0.0048,-0.0044,,-1.42E-06,-0.0024
-1.42E+01,-0.0048,-0.0028,,-1.42E-06,-0.0024
-1.42E+01,-0.0016,0.0172,,-1.42E-06,-0.0016
-1.42E+01,-0.004,-0.0036,,-1.42E-06,-0.0016
-1.42E+01,-0.0048,-0.002,,-1.42E-06,-0.0016
-1.42E+01,-0.0016,0.0188,,-1.42E-06,-0.0016
-1.42E+01,-0.0024,-0.0052,,-1.42E-06,-0.0008
-1.42E+01,-0.0032,-0.002,,-1.42E-06,-0.0008
-1.42E+01,0.0016,0.0188,,-1.42E-06,-0.0016
-1.42E+01,-0.0032,-0.0036,,-1.42E-06,-0.0024
-1.42E+01,-0.0008,-0.002,,-1.42E-06,-0.0024
-1.42E+01,-0.0016,0.0172,,-1.42E-06,-0.0032
-1.42E+01,-0.004,-0.0036,,-1.42E-06,-0.0032
-1.42E+01,-0.0024,-0.0044,,-1.42E-06,-0.0024
-1.42E+01,-0.0016,0.0172,,-1.42E-06,-0.004
-1.42E+01,-0.0032,0.0188,,-1.42E-06,-0.004
-1.42E+01,-0.0032,-0.0028,,-1.42E-06,-0.004
-1.42E+01,-0.0032,0.0108,,-1.42E-06,-0.004
-1.42E+01,-0.0008,0.0188,,-1.42E-06,-0.004
-1.42E+01,-0.0024,-0.0044,,-1.42E-06,-0.0024
-1.42E+01,-0.0024,-0.0012,,-1.42E-06,-0.0016
-1.42E+01,-0.0016,0.0188,,-1.42E-06,-0.0008
-1.42E+01,-0.0024,-0.0012,,-1.42E-06,-0.0008
-1.41E+01,-0.0024,-0.0036,,-1.41E-06,-0.0008
-1.41E+01,-0.0024,0.018,,-1.41E-06,-0.0008
-1.41E+01,-0.0008,-0.0012,,-1.41E-06,-0.0008
-1.41E+01,-0.0024,-0.0028,,-1.41E-06,-0.0024
-1.41E+01,-0.0008,0.0196,,-1.41E-06,-0.0024
-1.41E+01,-0.0016,-0.0036,,-1.41E-06,-0.0032
-1.41E+01,-0.0032,-0.002,,-1.41E-06,-0.0024
-1.41E+01,-0.0024,0.0196,,-1.41E-06,-0.0032
-1.41E+01,-0.0016,-0.0036,,-1.41E-06,-0.0024
-1.41E+01,-0.0008,-0.0044,,-1.41E-06,-0.0016
-1.41E+01,-0.0016,0.0188,,-1.41E-06,-0.0016
-1.41E+01,-0.0024,0.0044,,-1.41E-06,-0.0016
-1.41E+01,-0.0024,-0.0028,,-1.41E-06,-0.0016
-1.41E+01,-0.0032,0.0156,,-1.41E-06,-0.0016
-1.41E+01,-0.0024,0.022,,-1.41E-06,-0.0024
-1.41E+01,-0.0032,-0.002,,-1.41E-06,-0.0032
-1.41E+01,-0.0016,0.0004,,-1.41E-06,-0.0032
-1.41E+01,-0.0024,0.0172,,-1.41E-06,-0.0024
-1.41E+01,-0.0032,-0.0036,,-1.41E-06,-0.0032
-1.41E+01,-0.004,-0.0028,,-1.41E-06,-0.0032
-1.41E+01,-0.0024,0.0172,,-1.41E-06,-0.0056
-1.41E+01,-0.0024,-0.0028,,-1.41E-06,-0.0056
-1.41E+01,-0.0016,-0.0012,,-1.41E-06,-0.0064
-1.41E+01,-0.0032,0.0172,,-1.41E-06,-0.0056
-1.41E+01,-0.0048,-0.0044,,-1.41E-06,-0.004
-1.40E+01,-0.0024,-0.0044,,-1.40E-06,-0.0024
-1.40E+01,-0.0008,0.0188,,-1.40E-06,-0.0016
-1.40E+01,-0.0064,-0.0052,,-1.40E-06,-0.0016
-1.40E+01,-0.0024,-0.002,,-1.40E-06,-0.0016
-1.40E+01,-0.0024,0.0188,,-1.40E-06,-0.0016
-1.40E+01,-0.0008,-0.0036,,-1.40E-06,-0.0008
-1.40E+01,-0.004,-0.0044,,-1.40E-06,-0.0016
-1.40E+01,-0.0008,0.0172,,-1.40E-06,-0.0016
-1.40E+01,-0.0032,0.0172,,-1.40E-06,-0.0016
-1.40E+01,-0.004,-0.0028,,-1.40E-06,-0.0024
-1.40E+01,-0.0032,0.0084,,-1.40E-06,-0.0016
-1.40E+01,-0.0008,0.018,,-1.40E-06,-0.0008
-1.40E+01,-0.0056,-0.0036,,-1.40E-06,-0.0008
-1.40E+01,-0.0024,-0.0044,,-1.40E-06,-0.0008
-1.40E+01,-0.0016,0.0188,,-1.40E-06,-0.0008
-1.40E+01,-0.0032,-0.0028,,-1.40E-06,-0.0016
-1.40E+01,-0.004,-0.0044,,-1.40E-06,-0.0024
-1.40E+01,-0.0016,0.018,,-1.40E-06,-0.0024
-1.40E+01,-0.0024,-0.0036,,-1.40E-06,-0.0032
-1.40E+01,-0.0032,-0.0052,,-1.40E-06,-0.0024
-1.40E+01,-0.0008,0.0164,,-1.40E-06,-0.0024
-1.40E+01,-0.0024,-0.0036,,-1.40E-06,-0.0024
-1.40E+01,-0.0024,-0.0028,,-1.40E-06,-0.0032
-1.40E+01,-0.0024,0.0188,,-1.40E-06,-0.0048
-1.40E+01,-0.0008,-0.002,,-1.40E-06,-0.004
-1.39E+01,-0.0024,-0.0052,,-1.39E-06,-0.0032
-1.39E+01,-0.0024,0.0188,,-1.39E-06,-0.0032
-1.39E+01,-0.0016,0.0116,,-1.39E-06,-0.0024
-1.39E+01,-0.0024,-0.0028,,-1.39E-06,-0.0024
-1.39E+01,-0.0024,0.0124,,-1.39E-06,-0.0008
-1.39E+01,-0.0016,0.0188,,-1.39E-06,-0.0008
-1.39E+01,-0.004,-0.0044,,-1.39E-06,-0.0016
-1.39E+01,-0.0016,-0.0004,,-1.39E-06,-0.0024
-1.39E+01,-0.0032,0.0172,,-1.39E-06,-0.0024
-1.39E+01,-0.0032,-0.0036,,-1.39E-06,-0.0016
-1.39E+01,-0.0032,-0.0044,,-1.39E-06,-0.0024
-1.39E+01,-0.0032,0.0156,,-1.39E-06,-0.0016
-1.39E+01,-0.0016,-0.0036,,-1.39E-06,-0.0016
-1.39E+01,-0.004,-0.002,,-1.39E-06,-0.0008
-1.39E+01,0,0.018,,-1.39E-06,-0.0016
-1.39E+01,-0.0032,-0.002,,-1.39E-06,-0.0032
-1.39E+01,-0.0024,-0.002,,-1.39E-06,-0.0032
-1.39E+01,-0.0016,0.0196,,-1.39E-06,-0.0048
-1.39E+01,-0.0048,-0.002,,-1.39E-06,-0.0056
-1.39E+01,-0.0024,-0.0044,,-1.39E-06,-0.0064
-1.39E+01,-0.0008,0.0204,,-1.39E-06,-0.0048
-1.39E+01,-0.0008,-0.0004,,-1.39E-06,-0.004
-1.39E+01,-0.0032,-0.0036,,-1.39E-06,-0.0032
-1.39E+01,-0.0016,0.0164,,-1.39E-06,-0.0024
-1.39E+01,-0.0024,0.0172,,-1.39E-06,-0.0008
-1.38E+01,-0.0048,-0.0044,,-1.38E-06,-0.0016
-1.38E+01,-0.0024,0.0044,,-1.38E-06,-0.0008
-1.38E+01,-0.0032,0.0196,,-1.38E-06,-0.0008
-1.38E+01,-0.0032,-0.0044,,-1.38E-06,-0.0024
-1.38E+01,-0.0048,-0.0044,,-1.38E-06,-0.0008
-1.38E+01,-0.0016,0.0188,,-1.38E-06,-0.0016
-1.38E+01,-0.0016,-0.0044,,-1.38E-06,-0.0024
-1.38E+01,-0.0024,-0.0044,,-1.38E-06,-0.0024
-1.38E+01,-0.0024,0.0188,,-1.38E-06,-0.0016
-1.38E+01,-0.004,-0.0036,,-1.38E-06,-0.0008
-1.38E+01,-0.004,-0.002,,-1.38E-06,0
-1.38E+01,-0.0008,0.0188,,-1.38E-06,0
-1.38E+01,-0.0024,-0.0028,,-1.38E-06,0
-1.38E+01,-0.0048,-0.0036,,-1.38E-06,-0.0008
-1.38E+01,-0.0024,0.0212,,-1.38E-06,0
-1.38E+01,-0.0024,-0.0028,,-1.38E-06,0
-1.38E+01,-0.0024,-0.0044,,-1.38E-06,0.0008
-1.38E+01,-0.0008,0.0188,,-1.38E-06,0.0016
-1.38E+01,-0.0008,0.0188,,-1.38E-06,0.0024
-1.38E+01,-0.004,-0.0028,,-1.38E-06,0.0032
-1.38E+01,-0.0048,0.0108,,-1.38E-06,0.004
-1.38E+01,-0.0008,0.0188,,-1.38E-06,0.0048
-1.38E+01,-0.0024,-0.0036,,-1.38E-06,0.0064
-1.38E+01,-0.0024,-0.002,,-1.38E-06,0.0064
-1.38E+01,-0.0008,0.0188,,-1.38E-06,0.0072
-1.37E+01,-0.0024,-0.0028,,-1.37E-06,0.0072
-1.37E+01,-0.0048,-0.002,,-1.37E-06,0.008
-1.37E+01,-0.0008,0.018,,-1.37E-06,0.0072
-1.37E+01,-0.0008,-0.0028,,-1.37E-06,0.0088
-1.37E+01,-0.0016,-0.0036,,-1.37E-06,0.008
-1.37E+01,-0.0024,0.018,,-1.37E-06,0.0072
-1.37E+01,-0.0024,-0.0044,,-1.37E-06,0.0072
-1.37E+01,-0.0008,-0.0028,,-1.37E-06,0.0064
-1.37E+01,-0.0008,0.0204,,-1.37E-06,0.0072
-1.37E+01,-0.0016,-0.0052,,-1.37E-06,0.0072
-1.37E+01,-0.0024,-0.0036,,-1.37E-06,0.0072
-1.37E+01,-0.0024,0.022,,-1.37E-06,0.0064
-1.37E+01,-0.0024,0.0044,,-1.37E-06,0.0064
-1.37E+01,-0.0048,-0.0012,,-1.37E-06,0.0064
-1.37E+01,-0.0032,0.0124,,-1.37E-06,0.0072
-1.37E+01,-0.0008,0.0196,,-1.37E-06,0.0064
-1.37E+01,-0.0016,-0.0012,,-1.37E-06,0.0056
-1.37E+01,-0.0024,0.0036,,-1.37E-06,0.0056
-1.37E+01,-0.0016,0.0188,,-1.37E-06,0.004
-1.37E+01,-0.0024,-0.0044,,-1.37E-06,0.004
-1.37E+01,-0.0024,-0.0012,,-1.37E-06,0.0056
-1.37E+01,-0.0008,0.0172,,-1.37E-06,0.0056
-1.37E+01,-0.0024,-0.0044,,-1.37E-06,0.0064
-1.37E+01,-0.0016,-0.002,,-1.37E-06,0.0064
-1.37E+01,-0.0008,0.018,,-1.37E-06,0.0072
-1.36E+01,-0.004,-0.002,,-1.36E-06,0.008
-1.36E+01,-0.0024,-0.0044,,-1.36E-06,0.0088
-1.36E+01,-0.0008,0.0188,,-1.36E-06,0.0088
-1.36E+01,-0.0024,-0.0028,,-1.36E-06,0.0088
-1.36E+01,-0.0024,-0.002,,-1.36E-06,0.0088
-1.36E+01,-0.0016,0.0204,,-1.36E-06,0.0088
-1.36E+01,-0.0008,-0.0036,,-1.36E-06,0.0096
-1.36E+01,-0.0024,-0.0044,,-1.36E-06,0.008
-1.36E+01,-0.0024,0.018,,-1.36E-06,0.008
-1.36E+01,0.0008,0.0188,,-1.36E-06,0.008
-1.36E+01,-0.004,-0.0036,,-1.36E-06,0.0064
-1.36E+01,-0.004,0.0068,,-1.36E-06,0.0064
-1.36E+01,-0.0016,0.0164,,-1.36E-06,0.0064
-1.36E+01,-0.0024,-0.0044,,-1.36E-06,0.0064
-1.36E+01,-0.0024,-0.002,,-1.36E-06,0.0064
-1.36E+01,-0.0016,0.018,,-1.36E-06,0.0064
-1.36E+01,-0.0048,-0.0036,,-1.36E-06,0.0088
-1.36E+01,-0.0024,-0.002,,-1.36E-06,0.0096
-1.36E+01,-0.0016,0.0212,,-1.36E-06,0.0096
-1.36E+01,-0.0032,-0.0044,,-1.36E-06,0.0096
-1.36E+01,-0.0032,-0.0028,,-1.36E-06,0.0096
-1.36E+01,-0.0016,0.018,,-1.36E-06,0.008
-1.36E+01,-0.0024,-0.0036,,-1.36E-06,0.0072
-1.36E+01,-0.0032,-0.0052,,-1.36E-06,0.0064
-1.36E+01,-0.0016,0.018,,-1.36E-06,0.0064
-1.35E+01,-0.0024,-0.0044,,-1.35E-06,0.0056
-1.35E+01,-0.004,-0.0004,,-1.35E-06,0.0064
-1.35E+01,-0.004,0.0188,,-1.35E-06,0.0064
-1.35E+01,-0.0016,0.0148,,-1.35E-06,0.0064
-1.35E+01,-0.0024,-0.0036,,-1.35E-06,0.008
-1.35E+01,-0.0016,0.0132,,-1.35E-06,0.0072
-1.35E+01,-0.0008,0.0172,,-1.35E-06,0.0072
-1.35E+01,-0.0024,-0.0036,,-1.35E-06,0.0064
-1.35E+01,-0.004,0.0012,,-1.35E-06,0.0064
-1.35E+01,-0.0024,0.018,,-1.35E-06,0.0056
-1.35E+01,-0.0016,-0.002,,-1.35E-06,0.0064
-1.35E+01,-0.0024,-0.0052,,-1.35E-06,0.0064
-1.35E+01,-0.0008,0.0164,,-1.35E-06,0.0048
-1.35E+01,-0.0016,-0.0044,,-1.35E-06,0.0064
-1.35E+01,-0.004,-0.0036,,-1.35E-06,0.0064
-1.35E+01,-0.0016,0.018,,-1.35E-06,0.008
-1.35E+01,-0.0016,-0.002,,-1.35E-06,0.0096
-1.35E+01,-0.0016,-0.0036,,-1.35E-06,0.0104
-1.35E+01,-0.0024,0.0188,,-1.35E-06,0.0104
-1.35E+01,-0.0032,-0.0044,,-1.35E-06,0.0088
-1.35E+01,-0.0032,-0.002,,-1.35E-06,0.0088
-1.35E+01,-0.0008,0.0188,,-1.35E-06,0.0096
-1.35E+01,-0.0008,0.0028,,-1.35E-06,0.0072
-1.35E+01,-0.0032,-0.002,,-1.35E-06,0.0072
-1.35E+01,-0.004,0.0148,,-1.35E-06,0.0072
-1.34E+01,-0.0024,0.022,,-1.34E-06,0.0072
-1.34E+01,-0.0056,-0.002,,-1.34E-06,0.0064
-1.34E+01,-0.0024,0.0044,,-1.34E-06,0.0064
-1.34E+01,-0.0024,0.0172,,-1.34E-06,0.0056
-1.34E+01,-0.0056,-0.0036,,-1.34E-06,0.0064
-1.34E+01,-0.0032,-0.0036,,-1.34E-06,0.0056
-1.34E+01,-0.0008,0.0196,,-1.34E-06,0.0056
-1.34E+01,-0.0008,-0.0044,,-1.34E-06,0.0048
-1.34E+01,-0.0032,-0.0028,,-1.34E-06,0.0056
-1.34E+01,-0.0008,0.0196,,-1.34E-06,0.0048
-1.34E+01,-0.004,-0.0044,,-1.34E-06,0.0056
-1.34E+01,-0.004,-0.0028,,-1.34E-06,0.0048
-1.34E+01,-0.0008,0.0172,,-1.34E-06,0.0048
-1.34E+01,-0.0016,-0.0036,,-1.34E-06,0.0032
-1.34E+01,-0.0024,-0.0028,,-1.34E-06,0.0032
-1.34E+01,-0.0024,0.0188,,-1.34E-06,0.0024
-1.34E+01,-0.0008,-0.0028,,-1.34E-06,0.0008
-1.34E+01,-0.004,-0.002,,-1.34E-06,0.0008
-1.34E+01,-0.0016,0.0196,,-1.34E-06,0.0016
-1.34E+01,-0.0016,0.0188,,-1.34E-06,0.0008
-1.34E+01,-0.0024,-0.0036,,-1.34E-06,0
-1.34E+01,-0.0032,0.0084,,-1.34E-06,-0.0008
-1.34E+01,-0.0016,0.0188,,-1.34E-06,-0.0016
-1.34E+01,-0.0056,-0.0036,,-1.34E-06,-0.0016
-1.34E+01,-0.0024,-0.0044,,-1.34E-06,-0.0024
-1.33E+01,-0.0032,0.0188,,-1.33E-06,-0.0048
-1.33E+01,-0.004,-0.0036,,-1.33E-06,-0.0048
-1.33E+01,-0.0016,-0.0028,,-1.33E-06,-0.004
-1.33E+01,-0.0008,0.0164,,-1.33E-06,-0.0032
-1.33E+01,-0.0024,-0.0036,,-1.33E-06,-0.0024
-1.33E+01,-0.0024,-0.0036,,-1.33E-06,-0.0016
-1.33E+01,-0.004,0.0196,,-1.33E-06,-0.0016
-1.33E+01,-0.004,-0.0028,,-1.33E-06,-0.0016
-1.33E+01,-0.0016,-0.0052,,-1.33E-06,-0.0016
-1.33E+01,-0.0032,0.0188,,-1.33E-06,-0.0016
-1.33E+01,-0.0008,-0.0068,,-1.33E-06,-0.0016
-1.33E+01,-0.0032,-0.0028,,-1.33E-06,-0.0016
-1.33E+01,-0.0016,0.0188,,-1.33E-06,-0.0016
-1.33E+01,-0.0016,0.0084,,-1.33E-06,-0.0024
-1.33E+01,-0.0024,-0.0044,,-1.33E-06,-0.0032
-1.33E+01,-0.0016,0.0124,,-1.33E-06,-0.0032
-1.33E+01,-0.0024,0.0188,,-1.33E-06,-0.0024
-1.33E+01,-0.0032,-0.0036,,-1.33E-06,-0.0008
-1.33E+01,-0.0024,-0.002,,-1.33E-06,-0.0016
-1.33E+01,-0.0008,0.018,,-1.33E-06,-0.0008
-1.33E+01,-0.004,-0.002,,-1.33E-06,-0.0008
-1.33E+01,-0.0016,-0.0028,,-1.33E-06,-0.0016
-1.33E+01,-0.0016,0.0188,,-1.33E-06,-0.0016
-1.33E+01,-0.0016,-0.0044,,-1.33E-06,-0.0024
-1.33E+01,-0.0048,-0.0012,,-1.33E-06,-0.0032
-1.32E+01,-0.0024,0.018,,-1.32E-06,-0.0032
-1.32E+01,-0.0048,-0.0028,,-1.32E-06,-0.0032
-1.32E+01,-0.0024,-0.002,,-1.32E-06,-0.0024
-1.32E+01,-0.0024,0.0188,,-1.32E-06,-0.0024
-1.32E+01,-0.0024,-0.0036,,-1.32E-06,-0.0024
-1.32E+01,-0.004,-0.002,,-1.32E-06,-0.0024
-1.32E+01,-0.0016,0.022,,-1.32E-06,-0.0024
-1.32E+01,-0.0008,-0.0004,,-1.32E-06,-0.0032
-1.32E+01,-0.0048,-0.0044,,-1.32E-06,-0.0032
-1.32E+01,-0.0048,0.0188,,-1.32E-06,-0.004
-1.32E+01,-0.0024,0.0188,,-1.32E-06,-0.004
-1.32E+01,-0.0032,-0.006,,-1.32E-06,-0.004
-1.32E+01,-0.0016,0.0068,,-1.32E-06,-0.004
-1.32E+01,-0.0024,0.018,,-1.32E-06,-0.0032
-1.32E+01,-0.0024,-0.0028,,-1.32E-06,-0.0032
-1.32E+01,-0.0024,-0.006,,-1.32E-06,-0.0032
-1.32E+01,-0.0008,0.0172,,-1.32E-06,-0.0024
-1.32E+01,-0.0024,-0.002,,-1.32E-06,-0.0032
